stuId,library,hospital,market,water,canteen,washer,other,academic_office,printing,bus,shower,labels
8331,5.53888888889,0.0,5.48607594937,1.99784313725,3.8324137931,3.6,0.0,5.75,4.32142857143,2.18292682927,0.832075471698,0.0
8332,14.85,0.865714285714,7.15916666667,3.26528571429,3.6953030303,0.732,0.0,5.5,0.581538461538,3.47146341463,0.537261904762,0.0
8333,6.05,0.0,8.97222222222,4.3371559633,3.70113445378,1.89473684211,0.0,0.0,1.18,3.78648648649,2.11515151515,0.0
8344,6.61142857143,0.75375,8.06086956522,3.18104046243,4.26016216216,0.659240506329,0.0,10.0,1.37639344262,4.56880733945,0.777916666667,1.0
8345,5.10476190476,0.0,8.45319148936,2.95044444444,4.12550314465,3.005,0.0,11.0,3.12586206897,2.81666666667,1.64285714286,0.0
8352,4.45,1.06181818182,7.09659863946,2.54501824818,4.26821705426,0.732340425532,0.0,0.0,0.956483516484,4.05862068966,0.816046511628,3.0
8353,8.57470588235,0.0,7.93621301775,4.26315270936,4.00481751825,3.6,0.0,0.0,1.005,2.81034482759,1.25,3.0
8368,5.56666666667,0.435,6.80253164557,3.6736,4.44486567164,0.5616,0.0,6.9,0.7234375,3.89056603774,0.577322404372,0.0
8369,6.69130434783,0.0,7.88947368421,3.82527777778,3.2505730659,0.970434782609,0.0,2.71538461538,1.53131313131,4.33888888889,0.820754716981,0.0
8378,3.16666666667,0.42,7.45054945055,4.2417032967,3.88541176471,0.609230769231,0.0,3.6,0.96347826087,3.06896551724,0.711470588235,1.0
8379,10.120952381,0.0,7.67638888889,6.44321428571,3.76350393701,2.106,0.0,7.6125,2.02777777778,4.14985714286,0.858490566038,0.0
8384,5.97,0.553953488372,7.69358974359,1.72335149864,2.96721649485,0.730684931507,0.0,5.0,0.762222222222,2.21689922481,0.312430555556,0.0
8385,4.88620689655,7.3,7.32950819672,1.97397163121,2.90272440945,1.43454545455,0.0,3.05,1.054,1.76585365854,0.669047619048,0.0
8392,5.49,0.765,8.90909090909,2.66016556291,3.35554276316,0.536052631579,0.0,18.2,3.30123076923,1.8898630137,0.268571428571,2.0
8393,10.0695652174,0.0,5.69411764706,4.07592920354,4.85460431655,1.10833333333,0.0,1.0,0.7,4.12048192771,2.91176470588,0.0
8394,2.75,0.492631578947,4.69224137931,1.70976950355,3.36846689895,0.458064516129,0.0,0.0,0.430989010989,1.4987804878,0.418545454545,3.0
8395,5.17441860465,0.0,4.97265625,1.97357933579,3.66400273224,1.22823529412,0.0,0.0,0.314285714286,1.31343283582,0.398591549296,3.0
8402,8.9,0.535,8.62207792208,2.18304878049,3.90045652174,0.54972972973,0.34,23.2,0.745585585586,2.57175438596,0.54880952381,0.0
8403,9.91951219512,0.0,9.14318181818,4.98571428571,4.06202733485,0.85875,0.0,0.0,1.1,2.56785714286,0.748404255319,0.0
8422,8.86470588235,0.0,10.1125,3.97757062147,4.40235465116,1.225,1.225,0.0,1.06511111111,2.865703125,1.19468085106,0.0
8423,7.53,0.0,13.0511904762,8.40632653061,4.1993398533,2.766,0.0,0.0,1.04819277108,1.79617647059,1.12586206897,0.0
8424,8.428,0.699230769231,7.93285714286,3.66512295082,3.95026690391,0.676421052632,0.0,14.3333333333,0.742975206612,2.75945945946,0.886781609195,0.0
8425,6.91818181818,2.8,8.30172413793,2.29603550296,3.80753424658,2.97,0.0,2.46666666667,1.93125,2.62039800995,1.35925925926,0.0
8426,17.8387096774,0.0,13.7970149254,2.29146835443,4.11855913978,1.69675,0.0,0.0,0.83,3.37391304348,1.62095890411,0.0
8427,5.88666666667,0.0,13.1913513514,1.79493074792,4.5583655914,1.39111111111,0.0,7.0,1.0875,3.525,1.4875,0.0
8428,7.26326530612,0.0,13.4473684211,2.05894179894,4.929030837,3.20888888889,4.35,1.9,9.7,2.00057692308,1.87596153846,0.0
8429,11.7730769231,0.0,9.58709677419,6.18443609023,5.78308641975,3.042,0.0,0.0,20.75,3.93305084746,5.0,0.0
8432,7.94358974359,0.0,16.4782608696,2.30833827893,3.99012345679,1.59452054795,0.0,1.11176470588,0.0,1.44545454545,1.37092198582,0.0
8433,4.61730769231,0.0,11.8619047619,1.23863636364,4.16376675603,1.58030769231,0.0,4.625,5.3,2.07857142857,1.32335766423,0.0
8434,6.45344827586,0.0,13.2666666667,1.99051948052,4.88106741573,12.0625,0.0,3.03333333333,0.0,2.70843373494,1.29102564103,0.0
8435,5.21578947368,0.0,11.6095238095,2.39652866242,4.75633757962,1.05,0.0,2.0,3.59,3.28398058252,1.25113636364,0.0
8450,3.46666666667,14.0,5.19850746269,2.87979328165,4.267002457,0.746722689076,20.0,12.0,4.5,3.36290780142,0.781409090909,0.0
8451,3.68142857143,16.4,6.19230769231,3.16410828025,5.525,3.14,0.0,20.0,1.4,5.84436936937,1.10666666667,0.0
8456,1.38,0.0,3.48,1.89187134503,4.95174004193,0.94,0.0,5.15,3.75,2.94255319149,0.935727699531,0.0
8457,6.16,0.0,3.93321428571,2.92672727273,5.98239130435,3.69714285714,0.0,1.0,0.867857142857,6.95786516854,1.05876623377,0.0
8462,7.93333333333,6.0,5.32395833333,2.95800420168,3.92496466431,0.557746478873,0.0,0.0,0.0,3.78653846154,0.959393939394,2.0
8463,3.30526315789,1.0,4.74901960784,3.10655913978,6.08093023256,2.97652173913,0.0,0.0,0.95,5.75229916898,1.36027559055,2.0
8466,4.66666666667,0.0,5.08951612903,3.91430868167,5.38193162393,0.25231441048,0.0,8.95,0.4,3.8404040404,0.834104046243,2.0
8467,3.80178571429,0.0,4.69056603774,3.05783857729,6.22265822785,3.369,0.0,0.0,0.944318181818,5.69334158416,1.19696808511,2.0
8470,3.36666666667,0.0,10.3715909091,3.12468965517,5.28791390728,0.7386,0.0,11.0,6.0,4.02,1.25625,1.0
8471,4.93205128205,2.0,8.98867647059,4.40638497653,6.70458333333,3.16125,0.0,15.0,3.35,8.01063829787,0.886705202312,1.0
8472,6.42857142857,0.0,6.89203539823,1.28381598793,5.53148984199,0.982105263158,0.0,18.0,0.0,4.93680555556,1.25210084034,0.0
8473,3.24625,3.4,6.47575757576,3.9623830735,5.81435294118,3.6,0.0,0.0,7.08,8.28384955752,1.35136612022,0.0
8478,20.08,0.0,13.6846153846,1.63201492537,3.0849375,1.57058823529,0.0,1.74166666667,4.0,3.21904761905,1.15054945055,1.0
8479,3.7625,0.0,13.0903225806,1.74657425743,5.58392857143,1.332,0.0,0.0,1.8,4.93378378378,1.15859375,1.0
8480,9.44736842105,0.0,10.3486842105,1.90692640693,3.91897777778,1.75333333333,0.0,6.0,1.12,3.97837837838,0.907741935484,0.0
8481,8.14117647059,0.0,8.14074074074,2.56965116279,4.84563492063,1.71164835165,0.0,7.562,6.41666666667,4.26585365854,1.0625,0.0
8482,15.20625,0.0,14.7577777778,0.849254302103,3.00453280318,3.045,1.85,0.785,1.0,1.90106666667,0.652380952381,0.0
8483,4.49056603774,0.0,13.1588235294,1.93290289256,3.87674418605,5.28,0.0,0.0,0.0,4.34527777778,0.776073619632,0.0
8484,9.00357142857,0.0,11.6475,1.56861818182,4.04868787276,1.166,0.0,3.03333333333,0.0,3.53484848485,1.13586956522,0.0
8485,4.03522727273,0.0,5.34444444444,2.34446511628,6.23336956522,2.95090909091,0.0,0.0,0.45,5.66006578947,1.72925531915,0.0
8486,7.8,0.0,15.1111111111,2.60718592965,3.63838114754,0.894598540146,17.5,1.45555555556,1.1,4.57319587629,1.15709459459,0.0
8487,3.255,0.0,8.12,1.80318930041,7.335,1.55882352941,43.0,2.5,8.6,5.73252873563,1.94705882353,0.0
8496,3.58,0.0,5.39732283465,2.02226168224,3.35346092504,0.62,1.79,5.0,0.0,3.73663157895,1.71962686567,3.0
8497,6.94642857143,0.5,5.26153846154,4.33121993127,7.37777777778,3.6,0.0,5.0,0.889473684211,7.46590909091,1.72888888889,3.0
8500,4.00588235294,0.0,5.2298136646,2.44919881306,5.47581613508,0.507457627119,0.0,0.0,0.1,4.49639097744,0.426315789474,0.0
8501,4.89666666667,0.5,3.00416666667,3.84546341463,8.90808080808,3.33,0.0,5.0,0.626923076923,8.04701492537,0.851891891892,0.0
8508,5.2,0.0,9.3121,2.93865853659,4.671875,0.671162790698,0.0,0.0,0.0,4.45807228916,1.05454545455,1.0
8509,6.31666666667,18.0,4.86666666667,5.11535714286,6.59464285714,1.80631578947,0.0,0.0,0.1,8.43902298851,0.613253012048,0.0
8510,5.47826086957,3.5,5.62584269663,1.6257654321,4.3421079258,0.263376623377,0.0,29.13,0.8,3.62537313433,1.24050632911,0.0
8511,2.271875,0.0,5.91739130435,3.33047798742,6.09975903614,3.62105263158,0.0,5.0,2.925,5.0326754386,1.31728395062,0.0
8514,3.88735849057,0.0,4.7487804878,1.48714694656,3.76332919255,0.423661971831,0.0,7.325,0.4,4.22203703704,1.24567901235,0.0
8515,4.55,0.0,5.396,2.8595765878,5.44612903226,2.54,0.0,0.0,1.87777777778,5.4806271777,1.04087719298,1.0
8520,3.01875,0.0,3.32601626016,1.22005856515,4.23625401929,0.47164556962,0.0,7.0,0.0,3.12342465753,0.743783783784,0.0
8521,3.28461538462,0.0,1.99215686275,3.53788756388,5.82666666667,2.99414634146,0.0,0.0,0.9625,5.56867595819,0.608661417323,1.0
8524,3.98846153846,0.0,4.395,0.58774025974,4.14183505155,0.268604651163,0.04,3.99,0.0,1.68080645161,1.46740484429,2.0
8525,1.578125,0.1,4.07,2.61551282051,2.7,4.20230769231,0.0,1.61818181818,0.914285714286,7.17322834646,3.32778993435,2.0
8536,2.71379310345,0.0,5.66183206107,1.4472761194,3.98375288684,0.374887218045,0.0,29.9,0.1,4.05263157895,0.990132450331,0.0
8537,2.91714285714,0.0,5.12666666667,2.59770341207,5.81013043478,3.3675862069,0.0,0.0,1.03571428571,4.71848797251,1.00511494253,0.0
8538,4.03913043478,0.0,7.69655629139,2.62299334812,5.65070496084,0.588333333333,20.0,12.0,0.5,4.06923076923,1.14632768362,0.0
8539,4.60555555556,3.0,4.99789473684,6.04511363636,7.14166666667,3.07,0.0,0.0,1.04615384615,8.60347593583,1.14782407407,0.0
8542,9.38,0.0,6.165,2.27447457627,3.38711304348,3.47666666667,0.0,0.0,0.3,2.63414634146,1.3265625,0.0
8543,4.71538461538,0.3,6.74,1.99795751634,5.022,1.52307692308,0.0,0.0,5.25,4.45382513661,1.79787878788,2.0
8548,6.46956521739,0.0,10.8833333333,1.01301369863,3.20885375494,2.642,0.0,9.27823529412,3.0,3.07526315789,1.80489795918,0.0
8549,4.83913043478,0.0,3.20952380952,1.81025433526,6.33146067416,3.054,0.0,0.0,0.4,5.21847133758,2.10073059361,0.0
8550,5.61,0.0,5.11111111111,0.184082568807,3.98147859922,0.93,0.0,2.24,0.75,1.81772151899,1.96633466135,2.0
8551,5.15555555556,0.0,4.46,0.546153846154,3.63076923077,5.655,0.0,5.375,0.0,2.86885245902,3.30403726708,1.0
8554,4.12857142857,0.0,9.58039215686,1.05295096322,3.05823899371,2.31769230769,0.064,23.0,1.86666666667,3.3906097561,1.94378378378,0.0
8555,5.28076923077,0.0,4.12397660819,1.85536567164,5.3085483871,0.377647058824,48.96,0.0,6.45,4.3953815261,1.61565836299,0.0
8558,3.19310344828,0.0,4.48086956522,1.82846921797,3.53240506329,0.375918367347,0.0,6.78333333333,0.55,3.22792207792,1.59181102362,1.0
8559,2.84893617021,24.0,3.40322580645,3.2097826087,5.03964285714,3.126,0.0,0.0,1.91923076923,5.24052631579,1.47222222222,1.0
8560,4.00434782609,0.0,5.62547169811,1.22701670644,4.50514124294,1.394,23.25,0.0,0.0,5.48083333333,1.14528089888,0.0
8564,5.96,0.0,7.036,1.6750203252,4.48587583149,0.698181818182,20.0,17.4466666667,0.0,5.04285714286,1.15757575758,0.0
8565,1.24583333333,0.0,1.68,3.36737957611,5.30393939394,2.832,0.0,0.0,1.0,5.82622641509,1.24875,2.0
8570,3.0,0.0,6.73142857143,2.54704918033,4.62660036166,0.442285714286,0.0,16.7233333333,0.0,4.21315789474,0.84371257485,0.0
8571,3.8462962963,0.0,4.16666666667,3.36460893855,5.75320512821,3.4464,0.0,0.79,2.1,5.98526970954,0.893721973094,0.0
8572,9.54545454545,1.0,10.8053333333,3.38729366603,4.73927536232,0.623622047244,1.6,30.0,0.7,3.27391304348,1.28823529412,0.0
8573,5.86444444444,3.5,5.76666666667,3.58088039867,7.03942307692,3.35142857143,0.0,1.58928571429,1.22,6.30726530612,0.93914893617,0.0
8574,8.0625,0.0,9.1527027027,2.30796901893,4.88462474645,0.463255813953,0.0,2.66666666667,0.6,3.655,0.796153846154,0.0
8575,3.19821428571,0.0,7.14473684211,3.57375975039,5.74520547945,3.6,0.0,0.0,0.827692307692,6.27040816327,0.841984732824,0.0
8594,6.65714285714,0.0,3.83333333333,0.905661375661,4.61909090909,2.40983606557,0.0,3.38333333333,1.0,1.93085106383,2.05377777778,1.0
8595,3.375,0.0,4.2,0.676962025316,4.78170731707,4.1503030303,35.71,7.83333333333,6.2,3.24257425743,5.28468468468,0.0
8600,6.24375,0.0,9.48536585366,4.83276836158,4.67994680851,2.37183673469,4.0,20.02,0.1,3.32886178862,1.14822695035,0.0
8601,5.50517241379,4.64285714286,4.39615384615,2.60701538462,7.76222222222,1.968,28.38,1.66666666667,2.4,7.96666666667,2.73646153846,0.0
8604,8.45714285714,0.0,9.70857142857,4.04485714286,3.56912466844,2.06434782609,0.0,0.42,0.0,2.06056338028,0.596710526316,0.0
8605,4.90416666667,8.16666666667,2.81111111111,2.87903225806,7.18333333333,2.7,0.0,10.0,0.0,3.91297468354,1.07116666667,0.0
8614,0.0,3.0,10.5765079365,2.39035778175,4.33578947368,0.418974358974,0.0,6.5,0.0,3.30465116279,0.984583333333,1.0
8615,4.50208333333,0.0,6.35416666667,3.74830985915,5.3602,3.1,0.0,0.3,5.15,6.17024,1.55769230769,0.0
8620,5.5,4.1,7.77352941176,1.53692214112,3.40079037801,0.24,0.0,13.35,0.2,3.14117647059,0.943733333333,2.0
8621,4.702,0.0,3.57647058824,2.59967166979,4.92127659574,3.61,0.0,0.3,0.366666666667,4.73317535545,0.631205673759,1.0
8622,3.35333333333,5.62,5.2992481203,2.52706434316,3.5573455979,0.638275862069,0.01,4.57571428571,0.154545454545,3.63432835821,0.2454296875,0.0
8623,3.50303030303,1.24375,5.0475,3.12554536188,5.16739130435,2.76352941176,0.0,0.396875,0.673333333333,6.26339622642,0.429225352113,2.0
8626,9.88461538462,2.7,3.62307692308,2.08139215686,3.01905882353,0.348387096774,0.0,0.0,0.0,3.36739130435,1.08606060606,1.0
8627,3.13076923077,3.0,2.98095238095,2.72289502762,4.28862275449,2.91,0.0,0.0,1.82727272727,4.11223404255,0.970353982301,0.0
8630,13.67,14.0,7.28958333333,1.99336956522,3.81333333333,0.515,0.03,5.06666666667,0.0,2.60633802817,1.61607142857,0.0
8631,3.94090909091,0.0,8.4,4.440544,5.36595744681,2.739,0.0,5.35,0.0,5.07182389937,0.563095238095,0.0
8638,4.7375,0.0,7.24057971014,2.48715425532,2.96363049096,0.699069767442,0.0,1.8,0.4,2.88103448276,1.07744186047,0.0
8639,3.77317073171,0.0,6.76818181818,2.54835728953,6.08703703704,2.11068493151,0.0,0.0,0.846153846154,6.01744421907,0.662369337979,0.0
8642,0.0,0.0,7.06780487805,3.74502923977,4.45774774775,0.0,4.0,5.5,0.0,3.96547619048,2.40164383562,0.0
8643,7.496,0.4,1.65555555556,2.9628852459,5.95977777778,4.0,0.0,3.0,4.0,6.4001369863,1.78636363636,0.0
8644,6.26666666667,0.0,8.59509202454,3.70929411765,4.34469387755,0.462,0.0,2.06666666667,0.5,2.98023255814,1.26,1.0
8645,7.63421052632,0.433333333333,5.07777777778,3.84498795181,5.97625,2.68666666667,0.0,1.07,6.2,6.73304597701,1.35303030303,3.0
8648,3.25,3.875,5.354,1.65510815308,4.09470459519,0.636842105263,0.0,5.0,0.0,3.63968503937,0.883333333333,0.0
8649,5.87105263158,4.33333333333,3.61063829787,2.79628447025,5.83139534884,3.28363636364,0.0,1.91875,0.721212121212,5.48207272727,3.20729166667,0.0
8652,3.10238095238,4.8125,5.38248175182,2.07017142857,4.91505112474,0.48,4.0,0.0,2.1,3.82212121212,1.26428571429,0.0
8653,3.928125,3.53571428571,3.70722891566,3.70448497854,6.27567567568,2.50153846154,0.0,1.3,2.11111111111,6.51776785714,5.45820895522,1.0
8660,8.15588235294,0.0,12.3,2.08680981595,5.69912891986,1.23222222222,0.0,0.948,1.2,3.48171428571,0.902403846154,0.0
8661,6.0145,7.0,7.08275862069,1.33221534653,6.67535714286,3.12444444444,46.12,0.0,4.86,4.43986013986,1.35977443609,0.0
8682,11.5,8.33333333333,4.72433862434,3.83313432836,4.4112633833,0.411290322581,0.0,7.3375,0.4,3.34285714286,0.78152173913,0.0
8683,3.43333333333,0.0,4.05398230088,3.6532,4.53636363636,3.6,0.0,0.5,1.11923076923,6.60566801619,0.885496183206,0.0
8686,6.79565217391,0.0,10.475,3.21494444444,4.50114649682,0.852,0.16,0.6,0.1,4.83244274809,1.17454545455,0.0
8687,7.65512820513,0.5,5.06756756757,3.68891364903,6.57338235294,3.124,0.0,0.85,3.69166666667,5.9972972973,2.08850931677,0.0
8692,8.59666666667,4.0,7.9198019802,1.97825557809,5.15347740668,0.674025974026,0.0,0.4,0.633333333333,4.32007407407,0.796898734177,0.0
8693,4.10344827586,4.275,5.90384615385,2.94694528875,5.98,3.6,0.0,0.656,0.779787234043,6.28945686901,2.37370689655,0.0
8696,4.18888888889,0.0,7.58581081081,2.87413705584,4.23051409619,0.596417910448,0.0,5.5,5.45,2.88833333333,1.73818181818,3.0
8697,3.98636363636,0.0,5.93,3.41582089552,5.94677419355,3.6,0.0,5.0,1.5,4.17946428571,1.73565217391,3.0
8698,4.27037037037,0.0,5.41607142857,3.0723943662,4.53899838449,0.579518072289,12.0,5.35,1.96666666667,4.01158536585,1.04867256637,0.0
8699,3.96875,0.0,3.88539325843,3.21235785953,4.72295081967,2.74666666667,0.0,2.53333333333,1.31206896552,7.79686440678,2.71492537313,0.0
8706,5.03823529412,0.0,6.04545454545,3.08373801917,4.36394922426,0.879130434783,4.0,0.0,0.4,5.39886597938,0.920629370629,0.0
8707,5.56666666667,2.25,5.40793650794,4.1065,5.17100775194,3.6,0.0,0.641176470588,0.980821917808,7.00983974359,2.61373937677,0.0
8712,5.14814814815,20.0,11.512962963,3.84226107226,5.12568281938,0.556530612245,0.0,15.6,0.266666666667,4.97601449275,0.931275720165,1.0
8713,5.30263157895,4.5,4.78728813559,3.86976228209,6.09279411765,3.6,0.0,1.66363636364,1.205,6.28454545455,1.41640127389,1.0
8714,5.36006289308,21.0,7.54706713781,5.58942028986,6.21994208494,0.4272,0.0,13.0,0.0,5.1149122807,1.16136363636,0.0
8715,4.59538461538,3.5,6.49561403509,4.99543478261,7.77816091954,4.13333333333,28.1,1.03333333333,1.29491525424,5.69109649123,1.23832684825,0.0
8716,8.48064516129,3.0,12.7977099237,4.62737179487,4.34111111111,0.458507462687,0.0,0.8,0.65,4.01549450549,1.11290322581,1.0
8717,6.68392857143,0.5,5.25890243902,5.36463806971,5.67426229508,5.48571428571,0.0,1.58695652174,0.911627906977,7.34618181818,1.14932432432,0.0
8722,8.50588235294,6.0,5.988,2.40126801153,3.31348525469,2.29052631579,20.0,2.58125,0.1,3.21855555556,1.76015384615,0.0
8723,4.39877192982,10.25,3.99650793651,1.71935267857,5.43038709677,2.33142857143,0.0,2.75,4.3,4.1521942446,1.84305084746,0.0
8726,8.88214285714,0.0,12.0882352941,1.31948514851,3.36533980583,3.54142857143,13.3366666667,0.85,0.1,2.95885057471,1.57047619048,2.0
8727,6.51818181818,12.8636363636,2.20468085106,1.55293558606,5.59489795918,0.0,42.89,3.0,0.45,4.14201492537,1.23975903614,2.0
8728,5.56571428571,3.5,8.01428571429,2.33338709677,3.45405898876,1.43369863014,2.7,1.49230769231,0.1,3.55697247706,1.53361344538,0.0
8729,5.6462962963,9.46774193548,3.58852941176,2.17794195251,6.55567567568,3.72,0.0,0.0,0.641666666667,4.88048913043,0.935646687697,0.0
8730,18.9428571429,0.0,9.69533333333,3.10800773694,4.12717948718,2.1725,0.0,0.0,0.0,4.0821875,0.745283018868,2.0
8731,6.27,0.0,8.5962755102,6.02013605442,4.10645255474,0.0,0.0,6.0,0.45,5.1125,5.0,1.0
8736,3.1,0.0,4.96310344828,0.995708860759,3.67514442916,0.202222222222,0.133333333333,3.66666666667,14.5,3.36298245614,1.16170212766,2.0
8737,4.8152173913,0.0,5.67881355932,3.54053061224,4.25618473896,0.0,0.0,8.125,5.125,5.32127659574,4.5375,3.0
8738,3.2,0.0,6.97474747475,2.91337349398,4.32746365105,1.06432432432,0.0,9.0,0.1,3.60888888889,1.3793814433,0.0
8739,4.50869565217,0.0,5.24794520548,1.82295212766,3.98585152838,1.24840909091,0.0,7.38333333333,4.25384615385,2.61298701299,1.50112359551,0.0
8744,6.00588235294,0.0,6.948,2.16417098446,4.33534749035,1.49272727273,0.9,3.14814814815,0.0,3.42368421053,0.857951807229,1.0
8745,7.5,0.0,7.990625,4.38183760684,4.4716146789,2.16666666667,0.0,6.71888888889,8.22647058824,4.58850931677,5.75333333333,1.0
8770,36.5,0.0,8.66590909091,1.22694174757,3.85699515347,0.3,20.0,3.0,0.15,2.78787878788,0.122727272727,0.0
8771,5.27317073171,0.0,5.81333333333,4.30252873563,4.09794498382,0.0,0.0,8.0,3.375,4.515625,4.35,2.0
8772,6.28,0.0,11.3720430108,3.50572916667,5.38009615385,6.42,0.1,1.72857142857,0.0,2.90769230769,0.669230769231,0.0
8773,6.98085106383,0.0,6.44402985075,5.92401869159,5.7154589372,0.0,0.0,5.45,4.7,2.372,1.8,0.0
8774,23.9,0.0,6.87444444444,1.04147540984,2.96582550336,0.132,0.0,2.34166666667,0.771666666667,2.49407407407,0.605765765766,0.0
8775,8.3485,0.0,6.37051282051,3.05174528302,3.15204690832,0.0,0.0,8.0,0.15,2.94230769231,3.32,0.0
8778,2.1,0.0,3.63591549296,2.64329059829,4.01225303293,6.8,0.0,0.52,0.0,1.91111111111,1.7,0.0
8779,3.76632653061,0.0,4.0881884058,3.61183544304,4.12403125,0.0,0.0,6.0,7.13333333333,3.15785714286,3.76666666667,0.0
8782,3.62923076923,0.0,5.71507462687,1.46277992278,3.13646090535,0.288,0.0,1.64545454545,0.0,2.34146666667,0.999761904762,0.0
8783,4.10971563981,0.0,5.76170212766,3.52909090909,3.81822677925,0.0,0.0,10.4,2.39166666667,2.35227272727,2.4,0.0
8790,7.46818181818,0.0,10.2325581395,3.06817142857,4.86335897436,3.33555555556,0.1,4.44846153846,2.325,2.19653061224,1.21145454545,0.0
8791,7.84722222222,0.0,12.2671212121,3.0985380117,4.48698979592,2.088,0.0,5.33333333333,5.1125,2.10434782609,0.848979591837,0.0
8798,4.12,0.0,5.58125,0.510184615385,4.08889380531,1.34315789474,7.33333333333,9.15,1.175,2.90065088757,0.928181818182,0.0
8799,6.43971428571,0.0,4.89565217391,2.06403669725,4.75038461538,1.3068,0.0,0.0,0.6,2.88103448276,1.16774193548,0.0
8804,9.5,0.0,7.6375,1.09972881356,3.08293405114,0.51,0.1,1.95,0.0,1.50592592593,3.07605504587,1.0
8805,3.0825,0.0,4.46097560976,2.68197368421,3.33521983162,0.0,0.0,0.0,2.0625,2.16666666667,4.67,2.0
8806,7.65789473684,0.0,7.16785714286,1.59377777778,4.05849081365,3.05333333333,0.0,0.84,0.0,2.96720430108,0.517816091954,3.0
8807,7.21724137931,0.0,8.00684931507,3.936625,4.84322916667,0.0,0.0,13.15,3.8,4.21339285714,4.13,1.0
8810,2.54444444444,0.0,7.05238095238,1.17780021254,3.98150592217,0.165,0.0,2.20909090909,4.7,3.51494252874,0.601724137931,1.0
8811,8.11545454545,27.0,6.91666666667,1.83719512195,4.71032193159,0.0,0.0,9.8625,2.184375,3.59603960396,8.0,1.0
8812,4.52,0.0,5.075,1.54866071429,3.26366176471,0.475652173913,0.0,1.10571428571,5.76666666667,4.11612903226,0.582142857143,0.0
8813,5.86462962963,0.0,4.51976744186,2.6376284585,3.31991101224,0.0,0.0,15.0,0.904545454545,3.77368421053,5.4,0.0
8830,2.975,0.0,7.07391304348,2.34537037037,3.81692946058,1.24,1.2,5.91111111111,0.0,4.40784313725,0.962641509434,1.0
8831,8.2,0.0,6.76265060241,2.99983050847,3.55891566265,0.0,0.0,12.5,2.82857142857,3.62604166667,5.6,1.0
8838,1.92727272727,0.0,4.52357723577,1.54299280576,2.88370616114,1.26,0.07,1.475,0.7,2.50763636364,1.0045,0.0
8839,4.21074074074,0.0,4.33582278481,2.97975,3.16888175985,0.0,0.0,6.0,5.63125,3.79386363636,5.73333333333,1.0
8840,9.48888888889,0.0,6.94956937799,3.39015228426,4.76664451827,2.25,2.05,2.85,0.0,2.68347826087,1.57846153846,0.0
8841,7.90952380952,0.0,6.94493243243,6.31922535211,5.25474926254,0.0,0.0,8.0,0.3,4.025,0.8,0.0
8842,6.58571428571,0.24,8.10535714286,2.98755395683,4.26542056075,0.045,2.76666666667,9.1,13.4333333333,4.74579710145,0.952950819672,0.0
8843,8.52391304348,0.0,5.75,5.08926470588,4.27174460432,0.0,0.0,6.65,5.52857142857,5.03674242424,1.10909090909,0.0
8844,2.41956521739,0.0,6.52755102041,4.14128676471,4.53709893048,0.9,0.266666666667,1.2,0.8,5.74722222222,0.820408163265,0.0
8845,6.46477272727,0.0,9.71136363636,5.18352112676,4.87717682021,0.0,0.0,5.68,6.20208333333,5.84379844961,5.05,0.0
8850,3.98333333333,0.0,6.24025157233,4.22550561798,4.28504016064,0.591428571429,0.5,3.125,4.5,2.44933333333,1.08591836735,0.0
8851,10.67,0.0,7.54700854701,5.75404040404,4.40429347826,0.0,0.0,5.7,3.06666666667,2.47261904762,7.0,0.0
8856,8.5205,0.0,11.3956521739,1.54496153846,3.61262025316,3.2,0.0,6.75,1.0,2.332,1.05337837838,0.0
8857,5.22857142857,0.0,5.83333333333,2.56483870968,3.89559585492,0.0,0.0,15.0,5.95,5.4475,1.12295081967,0.0
8862,6.9,0.0,5.03333333333,0.0461772853186,4.7013559322,0.541818181818,0.0,0.0,1.16666666667,1.3,1.48111111111,2.0
8863,7.1,0.0,5.66666666667,0.0346666666667,5.23659090909,1.25,0.0,6.0,1.26666666667,1.35416666667,1.47352941176,2.0
8876,6.116,0.0,8.37362637363,3.7738317757,4.39808278867,0.46,0.0,12.075,7.555,2.51935483871,1.06857142857,0.0
8877,5.55128205128,0.0,6.17183098592,5.5428,4.08391213389,0.0,0.0,0.0,2.99,2.36578947368,7.5,0.0
8878,5.82258064516,0.0,6.19210526316,3.95307692308,4.4787359199,1.13,0.1,7.42857142857,15.0,4.83024390244,0.837692307692,0.0
8879,4.67948717949,0.0,5.67518796992,5.57911877395,4.58082352941,0.0,0.0,5.33333333333,3.54117647059,4.24864864865,3.26363636364,0.0
8884,5.16666666667,0.0,10.1296875,2.92438502674,4.36611675127,1.305,0.09,1.47142857143,15.0,5.1125,0.990476190476,0.0
8885,7.8875,0.0,5.34166666667,3.37509677419,4.6900621118,1.90615384615,0.0,3.6,1.4,4.04657534247,3.14117647059,0.0
8892,4.81515151515,0.0,3.82233009709,2.37088785047,3.45283533261,0.748,0.0,1.3,2.06666666667,2.38955555556,1.0849137931,3.0
8893,4.22195121951,0.0,4.521875,2.73646551724,3.69515375154,0.0,0.0,18.0,3.70625,1.92246376812,1.46923076923,1.0
8894,7.3,0.0,13.4043478261,1.16248669202,3.72939704209,1.35333333333,0.154,1.09166666667,0.0,3.48132596685,1.21889655172,1.0
8895,6.90078431373,19.5,9.18764044944,2.35439588689,3.2102607233,0.0,0.0,1.0,4.70869565217,2.55,4.35714285714,1.0
