stuId,library,hospital,market,water,canteen,washer,other,academic_office,printing,bus,shower,ifBorrowed,numOfBorrowed,DormtimesPerDay,DormtotalDays,DormweekendTimes,librarytotalDays,libraryweekendTimes,librarytotalcol_nameTimes,ranks,labels
5417.0,864.6,20.0,1370.8,19398.84,8567.08,534.72,0.0,0.0,16.4,16268.2,2521.2,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944010416667,0.0
5424.0,371.6,0.0,1218.0,8494.44,21030.4,321.36,0.0,66.0,16.0,1776.0,1062.4,1.0,44.0,3.79,107.0,123.0,166.0,106.0,323.0,0.947048611111,3.0
5425.0,666.6,0.0,733.6,18051.92,3848.8,156.48,0.0,0.0,100.8,11728.8,938.0,1.0,42.0,0.0,0.0,0.0,3.0,4.0,6.0,0.947482638889,1.0
5432.0,906.6,0.0,7437.2,13248.96,20565.24,525.12,0.0,112.4,282.0,1710.44,1141.68,1.0,19.0,2.06,63.0,25.0,55.0,15.0,76.0,0.950520833333,1.0
5433.0,5732.2,0.0,1400.8,24848.72,10584.48,465.6,0.0,20.0,17.6,17352.2,2543.76,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950954861111,2.0
5436.0,259.4,0.0,3537.2,3504.24,12688.08,23.28,0.16,0.0,0.0,1290.0,680.0,0.0,0.0,2.57,97.0,64.0,9.0,8.0,21.0,0.952256944444,0.0
5437.0,1308.2,0.0,1426.8,7164.96,1003.52,384.0,0.0,0.0,70.6,20337.2,2199.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952690972222,0.0
5440.0,1226.8,0.0,8242.0,8028.88,18905.68,216.0,0.0,66.0,0.0,655.2,1383.6,0.0,0.0,2.88,101.0,58.0,50.0,15.0,78.0,0.953993055556,0.0
5441.0,354.4,0.0,1022.8,20008.16,7960.4,511.68,0.0,0.0,3.6,12635.0,1327.6,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954427083333,0.0
5446.0,778.8,0.4,7732.8,6634.28,14207.96,525.84,0.0,92.0,0.0,1376.16,1454.44,1.0,32.0,2.46,80.0,38.0,29.0,12.0,44.0,0.956597222222,0.0
5447.0,842.8,64.0,1664.0,12234.52,2980.4,760.8,0.0,0.0,3.6,14954.48,2760.4,1.0,4.0,0.0,0.0,0.0,4.0,4.0,10.0,0.95703125,0.0
5452.0,718.0,0.0,4962.4,5004.4,20535.2,133.2,0.0,289.6,0.0,651.2,1156.0,1.0,18.0,2.33,67.0,33.0,99.0,52.0,166.0,0.959201388889,1.0
5453.0,1308.6,0.0,1444.8,8528.12,9527.4,33.12,0.0,0.0,16.8,10939.6,343.2,1.0,17.0,0.0,0.0,0.0,2.0,2.0,4.0,0.959635416667,1.0
5456.0,2512.0,114.4,3260.0,14786.56,17239.68,371.28,0.0,548.52,0.0,3744.0,1080.0,1.0,32.0,2.84,95.0,57.0,116.0,48.0,238.0,0.9609375,1.0
5457.0,1316.8,1580.0,3584.0,11766.96,11007.0,172.8,0.0,0.0,238.4,22976.96,2072.8,1.0,34.0,0.0,0.0,0.0,1.0,2.0,2.0,0.961371527778,0.0
5468.0,1227.6,180.0,2953.6,12240.64,18809.2,301.44,0.0,128.0,11.6,1429.2,2141.6,1.0,124.0,4.11,109.0,136.0,44.0,19.0,91.0,0.966145833333,0.0
5469.0,4891.4,0.0,6674.8,21714.44,11515.0,0.0,383.36,96.0,180.4,11022.16,1704.8,1.0,137.0,0.0,0.0,0.0,5.0,1.0,12.0,0.966579861111,2.0
5472.0,4012.4,0.0,3516.68,7457.56,14497.04,455.76,0.0,28.4,0.0,1646.4,2430.52,1.0,145.0,2.86,94.0,57.0,111.0,63.0,237.0,0.967881944444,0.0
5473.0,2828.4,168.0,1287.6,20863.0,1687.0,28.8,822.8,0.0,51.2,8888.0,2471.2,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.968315972222,0.0
5482.0,330.0,0.0,7020.8,10497.76,22398.44,192.24,0.0,0.0,0.0,4817.4,1984.8,1.0,2.0,1.61,49.0,20.0,58.0,32.0,94.0,0.972222222222,0.0
5483.0,334.8,0.0,619.6,24136.08,3090.4,86.4,0.0,90.0,72.0,10707.8,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97265625,0.0
5486.0,968.4,0.0,3836.8,6965.64,13670.32,0.0,0.04,194.92,0.0,3771.16,613.12,1.0,19.0,2.62,65.0,20.0,14.0,3.0,24.0,0.973958333333,0.0
5487.0,1111.24,2286.4,606.8,10351.28,3180.32,0.0,0.0,38.4,14.4,5896.2,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974392361111,0.0
5490.0,897.6,60.0,12880.8,10918.68,15360.48,504.24,0.0,52.0,54.0,2852.92,1803.6,0.0,0.0,1.88,52.0,24.0,29.0,7.0,34.0,0.975694444444,0.0
5491.0,1003.84,874.0,4801.2,15530.2,3157.76,951.84,0.0,464.4,211.2,13769.16,1050.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.976128472222,0.0
5492.0,2652.0,1.2,4834.0,12011.0,14569.44,131.04,0.0,710.52,20.4,2177.16,814.0,1.0,24.0,1.76,62.0,27.0,117.0,43.0,213.0,0.9765625,0.0
5493.0,887.8,0.0,1763.2,33108.32,4849.56,230.4,0.0,210.8,296.8,8904.2,2114.8,1.0,28.0,0.0,0.0,0.0,7.0,4.0,17.0,0.976996527778,0.0
5494.0,1250.0,0.0,7743.12,12342.08,15052.84,296.4,0.0,341.2,28.0,2927.2,763.2,1.0,118.0,3.12,86.0,70.0,73.0,21.0,110.0,0.977430555556,1.0
5495.0,3376.28,174.0,3044.0,15622.92,3627.44,172.8,0.0,10.8,192.0,12256.8,500.4,1.0,14.0,0.0,0.0,0.0,3.0,2.0,6.0,0.977864583333,1.0
5498.0,706.4,126.0,9880.76,15462.24,22344.68,694.08,0.0,18.52,80.4,4706.24,1404.0,1.0,2.0,1.69,51.0,24.0,3.0,1.0,3.0,0.979166666667,1.0
5499.0,2044.8,508.0,5453.6,21957.28,4240.2,998.4,0.0,264.0,288.4,27215.48,1534.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979600694444,1.0
5500.0,852.0,0.0,5220.8,10442.76,26281.48,281.52,0.0,187.2,0.0,3905.16,903.6,1.0,4.0,3.35,77.0,55.0,16.0,10.0,44.0,0.980034722222,0.0
5501.0,2341.84,628.0,6540.8,22059.04,5607.44,235.68,0.0,41.6,26.4,12460.84,1780.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98046875,0.0
5502.0,1011.6,0.0,6842.96,12067.32,29311.28,365.76,288.0,0.0,0.0,3422.92,2313.6,1.0,5.0,1.66,64.0,27.0,15.0,7.0,34.0,0.980902777778,0.0
5503.0,1777.8,85.6,1372.0,33255.96,3107.2,230.4,0.0,134.4,393.6,16389.6,1533.6,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981336805556,0.0
5510.0,1875.6,0.0,9268.88,14028.76,15217.8,186.24,0.0,285.2,63.6,5963.6,2210.8,0.0,0.0,2.88,82.0,50.0,40.0,14.0,73.0,0.984375,0.0
5511.0,674.8,16.0,5605.2,25184.64,5622.8,403.68,0.0,48.8,713.2,19244.4,2798.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984809027778,0.0
5514.0,977.6,0.0,4956.36,16338.04,20458.08,232.56,0.0,96.0,214.8,1312.52,430.8,1.0,64.0,2.89,80.0,56.0,85.0,53.0,153.0,0.986111111111,2.0
5515.0,5520.8,0.0,2659.6,11969.88,8483.48,144.48,0.0,68.0,395.6,9705.4,2926.4,1.0,70.0,0.0,0.0,0.0,14.0,15.0,38.0,0.986545138889,0.0
5518.0,133.2,0.0,4036.4,6805.2,6789.64,235.68,0.0,0.0,12.0,1237.6,448.0,0.0,0.0,2.74,69.0,28.0,16.0,7.0,22.0,0.987847222222,0.0
5519.0,406.4,42.0,1848.0,14561.72,2366.8,86.4,0.0,8.4,309.8,14396.4,390.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0
5550.0,0.0,0.0,428.4,250.8,506.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,21.0,0.581885856079,0.0
5551.0,70.4,0.0,190.0,172.0,1769.2,0.0,0.0,0.0,0.0,390.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582299421009,0.0
5552.0,215.6,0.0,11687.12,11566.8,24276.56,72.0,0.0,20.0,0.0,4045.2,210.8,0.0,0.0,2.51,87.0,45.0,26.0,12.0,49.0,0.582712985939,1.0
5553.0,980.0,0.0,8849.2,4615.12,16747.56,187.2,0.0,0.0,400.4,3188.0,1210.8,0.0,0.0,2.89,80.0,49.0,11.0,4.0,23.0,0.583126550868,1.0
5570.0,360.0,0.0,15237.2,9121.12,11159.88,528.72,0.0,240.0,13.2,1097.04,138.4,0.0,0.0,2.74,66.0,34.0,12.0,5.0,17.0,0.590157154673,0.0
5571.0,5985.84,0.0,16872.0,7971.24,17066.24,745.2,0.0,0.0,427.2,996.4,4044.0,0.0,0.0,3.22,111.0,90.0,28.0,25.0,86.0,0.590570719603,0.0
5576.0,5055.6,0.0,5223.6,6593.68,18153.04,340.56,4.0,282.0,30.0,2273.92,759.6,1.0,9.0,1.62,55.0,25.0,156.0,92.0,263.0,0.592638544251,0.0
5577.0,4451.44,448.0,4056.8,5013.6,20458.6,696.96,0.0,768.0,436.8,1504.0,2305.6,0.0,0.0,2.16,32.0,19.0,108.0,98.0,391.0,0.593052109181,0.0
5582.0,192.8,0.0,7822.0,6985.88,14123.32,140.88,0.24,22.0,308.4,1661.28,156.4,1.0,4.0,3.2,76.0,41.0,7.0,3.0,7.0,0.59511993383,0.0
5583.0,642.0,0.0,3921.2,2644.64,16038.12,150.24,0.0,48.0,598.8,1657.2,130.4,0.0,0.0,2.82,91.0,74.0,3.0,0.0,6.0,0.595533498759,0.0
5584.0,976.8,0.0,1222.0,7117.72,14869.28,1723.44,0.0,246.0,21.2,1464.8,1641.6,1.0,179.0,5.18,107.0,155.0,113.0,67.0,254.0,0.595947063689,1.0
5585.0,3392.8,0.0,3585.24,14257.64,21608.44,1429.68,0.0,252.0,212.8,2949.2,2245.16,1.0,141.0,4.36,122.0,177.0,193.0,171.0,888.0,0.596360628619,2.0
5588.0,1156.0,0.0,3500.0,10840.52,10377.6,12.72,0.0,57.6,1.56,1356.8,166.64,1.0,17.0,2.25,76.0,38.0,72.0,33.0,119.0,0.597601323408,0.0
5589.0,1867.0,0.0,3622.4,1627.12,19222.36,29.52,0.0,128.0,652.8,698.8,1818.0,1.0,3.0,3.08,109.0,90.0,62.0,75.0,250.0,0.598014888337,0.0
5590.0,57.6,0.0,647.2,9328.68,12899.04,44.4,28.0,695.6,0.0,366.0,152.0,1.0,9.0,3.38,74.0,73.0,47.0,29.0,78.0,0.598428453267,2.0
5591.0,819.32,0.0,280.8,926.32,19086.44,547.2,0.0,168.0,486.8,338.8,2316.4,1.0,1.0,3.52,92.0,103.0,13.0,9.0,32.0,0.598842018197,1.0
5598.0,86.4,0.0,8394.8,9275.52,20776.88,244.8,0.0,34.8,0.0,587.6,1668.72,1.0,18.0,2.93,88.0,48.0,7.0,0.0,8.0,0.601736972705,1.0
5599.0,361.2,0.0,3427.2,3528.64,10854.2,273.6,0.0,112.0,179.8,2988.6,1180.0,0.0,0.0,2.18,39.0,24.0,15.0,4.0,37.0,0.602150537634,2.0
5600.0,1335.2,0.0,7242.2,6429.72,20487.24,326.88,0.0,720.76,0.0,4160.24,364.24,1.0,2.0,3.11,47.0,30.0,139.0,51.0,236.0,0.602564102564,0.0
5601.0,4584.4,0.0,8715.2,5427.56,24434.64,801.36,240.0,225.6,335.6,5705.2,1320.0,1.0,6.0,4.34,99.0,98.0,117.0,87.0,382.0,0.602977667494,0.0
5604.0,1641.2,0.0,1778.0,4421.2,18251.08,1454.4,0.0,376.4,24.0,1248.88,3397.6,1.0,19.0,3.4,86.0,67.0,124.0,84.0,233.0,0.604218362283,0.0
5605.0,1528.0,0.0,2796.4,6226.44,25910.64,977.28,0.0,152.0,133.2,1398.0,3734.2,1.0,20.0,2.0,5.0,0.0,81.0,88.0,270.0,0.604631927213,0.0
5608.0,150.0,0.0,5599.2,5864.96,9314.68,458.16,0.0,78.0,0.0,2043.2,636.0,0.0,0.0,3.61,99.0,68.0,1.0,0.0,1.0,0.605872622002,0.0
5609.0,1027.2,0.0,6042.4,5745.0,16909.16,1241.04,0.0,0.0,181.6,4836.4,1162.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.606286186931,0.0
5616.0,3782.4,0.0,2206.0,9119.44,22554.44,620.88,0.0,128.0,19.2,3087.4,2102.0,1.0,205.0,2.78,81.0,60.0,205.0,104.0,471.0,0.609181141439,0.0
5617.0,1789.76,0.0,3950.8,5617.08,21764.68,405.36,0.0,105.6,144.4,583.6,2583.16,1.0,274.0,3.38,116.0,128.0,270.0,283.0,1276.0,0.609594706369,3.0
5618.0,538.4,0.0,8944.0,8624.88,15516.28,249.12,0.0,0.0,0.0,2932.76,922.4,1.0,25.0,3.15,92.0,71.0,6.0,5.0,11.0,0.610008271299,0.0
5619.0,4827.2,0.0,4578.0,8451.84,15042.44,203.76,0.0,180.0,373.2,2282.4,973.04,0.0,0.0,2.39,59.0,45.0,52.0,33.0,140.0,0.610421836228,0.0
5628.0,0.0,0.0,15267.2,11634.04,10853.6,255.36,0.0,66.0,0.0,1202.24,2875.6,0.0,0.0,1.94,71.0,27.0,4.0,0.0,5.0,0.614143920596,0.0
5629.0,2817.6,0.0,18243.72,10553.08,9701.64,1719.36,0.0,40.0,126.8,2220.0,3186.8,0.0,0.0,4.05,38.0,34.0,6.0,7.0,15.0,0.614557485525,0.0
5644.0,539.2,0.0,6424.0,9105.0,17656.48,783.12,0.0,372.0,417.6,3344.0,2366.8,1.0,9.0,3.63,98.0,78.0,12.0,2.0,19.0,0.620760959471,0.0
5645.0,2186.4,124.0,6122.4,7135.2,20157.24,834.96,0.0,164.8,598.4,5253.92,2896.4,0.0,0.0,3.67,102.0,121.0,3.0,0.0,3.0,0.6211745244,0.0
5646.0,155.2,0.0,7904.4,12443.56,20107.92,787.92,0.0,64.0,3.6,1127.4,237.2,1.0,45.0,4.35,108.0,115.0,57.0,18.0,86.0,0.62158808933,0.0
5647.0,2643.6,0.0,5710.0,6058.88,20514.44,2337.12,0.0,142.8,51.2,1361.4,405.6,1.0,18.0,3.8,108.0,103.0,8.0,6.0,15.0,0.62200165426,0.0
5648.0,462.4,0.0,9207.6,6677.64,12348.08,181.92,0.0,0.0,607.2,1410.4,1268.76,1.0,21.0,1.36,25.0,3.0,23.0,2.0,24.0,0.622415219189,0.0
5649.0,8007.2,0.0,7434.64,4441.56,12189.0,1721.28,0.0,36.0,813.2,4809.4,2432.8,0.0,0.0,1.63,16.0,13.0,9.0,2.0,15.0,0.622828784119,0.0
5652.0,586.0,0.0,3986.4,4962.4,7322.72,215.04,0.0,0.0,198.0,685.6,928.8,1.0,21.0,0.0,0.0,0.0,14.0,4.0,16.0,0.624069478908,0.0
5653.0,6050.8,0.0,5678.0,4696.16,8446.0,1711.68,0.0,0.0,488.4,2149.6,2194.4,1.0,4.0,0.0,0.0,0.0,23.0,22.0,80.0,0.624483043838,0.0
5654.0,235.2,0.0,5669.6,7845.92,14939.36,401.04,0.0,381.6,0.0,596.0,1814.0,1.0,10.0,2.39,69.0,47.0,24.0,7.0,37.0,0.624896608768,0.0
5655.0,1772.0,0.0,5998.4,5811.56,15646.56,2401.92,0.0,160.0,450.8,1221.6,2904.24,1.0,6.0,3.0,33.0,30.0,19.0,12.0,48.0,0.625310173697,0.0
5658.0,2190.8,0.0,9127.2,12688.28,22740.52,893.04,0.0,109.6,65.2,625.6,1454.4,1.0,71.0,2.79,89.0,49.0,135.0,77.0,254.0,0.626550868486,1.0
5659.0,1783.2,0.0,3330.8,4129.04,17931.2,895.44,0.0,0.0,352.0,1983.6,1347.44,1.0,4.0,2.36,25.0,18.0,10.0,9.0,27.0,0.626964433416,3.0
5664.0,184.4,0.0,1204.8,90.96,2501.52,703.44,0.0,1.2,33.2,232.0,1364.2,0.0,0.0,2.27,49.0,6.0,1.0,0.0,1.0,0.629032258065,3.0
5665.0,27.2,0.0,764.4,89.92,69.8,768.48,0.0,0.0,137.4,1672.0,1834.0,0.0,0.0,2.63,59.0,31.0,6.0,4.0,20.0,0.629445822994,3.0
5666.0,224.8,0.0,5734.8,10886.48,26586.72,605.04,0.0,154.4,135.96,2637.72,1448.24,1.0,381.0,3.05,101.0,84.0,91.0,45.0,152.0,0.629859387924,1.0
5667.0,2660.48,0.0,2466.24,7533.24,32950.2,1320.0,160.0,100.0,470.8,2190.8,1954.36,1.0,253.0,3.81,118.0,123.0,191.0,158.0,622.0,0.630272952854,2.0
5676.0,0.0,0.0,6185.6,4986.6,15887.04,0.0,0.0,67.2,0.0,2980.56,2871.6,0.0,0.0,2.63,75.0,50.0,8.0,3.0,10.0,0.633995037221,3.0
5677.0,6218.0,0.0,5844.0,2311.08,20789.24,60.96,0.0,165.04,183.0,1975.6,3918.8,0.0,0.0,4.0,9.0,12.0,2.0,0.0,3.0,0.634408602151,1.0
5680.0,2212.0,0.0,11538.4,14101.8,20341.68,1237.68,0.0,0.0,159.6,1843.92,1372.8,1.0,24.0,1.32,31.0,9.0,46.0,32.0,84.0,0.63564929694,0.0
5681.0,3322.4,0.0,12363.04,10324.36,15031.52,710.4,0.0,44.0,240.8,1416.6,1480.0,1.0,14.0,1.4,15.0,3.0,21.0,14.0,47.0,0.636062861869,0.0
5682.0,413.2,0.0,2983.6,8505.56,22272.72,1383.36,0.0,0.0,30.4,1672.88,1191.2,1.0,74.0,4.64,119.0,140.0,46.0,28.0,106.0,0.94362745098,0.0
5683.0,788.0,376.0,6548.0,5371.4,19667.28,1497.36,0.0,0.0,902.8,5213.2,2456.0,1.0,80.0,3.52,84.0,75.0,56.0,25.0,177.0,0.946078431373,0.0
5686.0,47.2,0.0,2463.6,3853.76,1910.0,73.92,0.0,0.0,0.0,993.2,982.0,1.0,2.0,2.0,8.0,6.0,1.0,0.0,1.0,0.637303556658,0.0
5687.0,2485.68,0.0,3923.2,3913.12,4797.6,255.36,0.0,0.0,71.2,1495.6,1200.0,0.0,0.0,2.23,73.0,47.0,6.0,0.0,13.0,0.637717121588,0.0
5690.0,165.2,0.0,5784.4,4962.92,5195.68,15.84,0.0,0.0,0.0,939.8,837.6,0.0,0.0,2.32,59.0,14.0,4.0,1.0,8.0,0.638957816377,0.0
5691.0,2293.2,0.0,6666.0,4931.16,10282.76,92.88,0.0,180.0,222.0,2069.2,1113.2,1.0,2.0,3.34,56.0,42.0,6.0,5.0,14.0,0.639371381307,0.0
5696.0,266.4,0.0,2136.4,9211.6,23216.24,277.92,0.0,94.8,36.0,1903.16,1676.8,1.0,28.0,3.69,91.0,67.0,124.0,46.0,213.0,0.641439205955,1.0
5697.0,678.4,0.0,4087.84,3010.48,20178.0,976.56,0.0,84.8,597.6,2497.96,1728.0,1.0,45.0,2.6,88.0,43.0,74.0,30.0,190.0,0.641852770885,1.0
5702.0,1170.8,0.0,10136.96,14245.28,13929.32,169.2,0.0,120.0,0.0,2134.92,820.0,0.0,0.0,2.05,76.0,40.0,3.0,0.0,4.0,0.643920595533,0.0
5703.0,2337.6,0.0,8174.0,7877.04,15426.96,1464.96,0.0,259.2,447.6,1191.8,1720.0,1.0,6.0,2.52,101.0,61.0,5.0,2.0,11.0,0.644334160463,0.0
5704.0,1152.0,1104.0,4716.6,5806.64,11655.56,1926.96,0.0,710.4,0.0,546.16,1347.6,1.0,15.0,3.58,113.0,119.0,78.0,39.0,145.0,0.644747725393,0.0
5705.0,3045.2,0.0,7663.6,6515.88,18804.4,1497.6,0.0,0.0,246.4,1482.4,1059.2,0.0,0.0,4.31,13.0,8.0,74.0,48.0,232.0,0.645161290323,0.0
5708.0,872.8,0.0,6116.8,6471.88,24191.0,490.8,0.0,0.0,0.0,5352.52,849.6,1.0,117.0,2.27,79.0,42.0,43.0,17.0,67.0,0.646401985112,0.0
5709.0,1488.32,0.0,3211.2,3451.24,16012.2,856.32,0.0,338.8,430.8,3200.4,1712.8,1.0,98.0,1.86,102.0,43.0,25.0,9.0,65.0,0.646815550041,0.0
5712.0,170.4,0.0,5560.4,11827.44,23516.32,382.56,0.0,17.6,0.0,1022.2,370.0,1.0,25.0,1.57,47.0,21.0,34.0,13.0,42.0,0.64805624483,0.0
5713.0,1532.4,0.0,13014.0,10012.88,24914.6,712.32,0.0,0.0,495.8,2796.0,1275.2,1.0,61.0,1.34,47.0,11.0,8.0,10.0,18.0,0.64846980976,0.0
5714.0,556.32,0.0,3245.6,9425.76,23172.12,486.0,0.0,44.0,24.0,1305.48,1227.2,1.0,70.0,1.93,70.0,31.0,50.0,20.0,70.0,0.64888337469,2.0
5715.0,1016.4,0.0,5066.8,5415.08,33922.44,923.04,0.0,237.6,739.6,1091.6,1685.6,1.0,61.0,2.41,32.0,32.0,59.0,29.0,143.0,0.64929693962,3.0
5730.0,510.8,408.0,1816.8,5701.52,13045.92,317.84,0.0,85.6,174.8,3279.2,376.8,1.0,4.0,1.74,62.0,20.0,51.0,16.0,132.0,0.974428912376,0.0
5731.0,402.4,0.0,853.6,3362.64,18484.96,329.76,0.0,413.6,187.6,2959.88,671.6,1.0,43.0,2.12,59.0,26.0,39.0,15.0,115.0,0.974769860211,0.0
5732.0,104.8,0.0,3875.6,10176.4,26353.52,402.48,0.0,0.0,0.0,3121.72,440.92,1.0,2.0,4.76,105.0,121.0,16.0,5.0,20.0,0.655500413565,3.0
5733.0,594.8,0.0,3595.2,4078.2,31739.88,879.36,0.0,640.8,252.0,1027.2,979.2,1.0,2.0,2.28,29.0,18.0,10.0,9.0,26.0,0.655913978495,3.0
5734.0,707.6,0.0,3846.4,6713.0,21866.72,600.72,0.0,64.0,142.8,2242.2,1652.4,1.0,77.0,3.14,84.0,76.0,150.0,127.0,374.0,0.656327543424,1.0
5735.0,4401.6,0.0,1759.2,2857.44,28561.08,523.68,0.0,561.2,585.2,1310.0,1547.44,1.0,43.0,2.04,71.0,49.0,183.0,214.0,841.0,0.656741108354,1.0
5744.0,533.2,0.0,3259.6,6306.04,18375.6,580.56,0.0,0.0,24.0,1601.52,844.84,1.0,47.0,2.74,92.0,47.0,54.0,21.0,86.0,0.660463192721,1.0
5745.0,871.2,0.0,3926.0,2559.64,22717.08,1000.56,0.0,185.2,509.2,1892.0,1234.4,1.0,46.0,2.35,81.0,36.0,48.0,22.0,112.0,0.660876757651,2.0
5746.0,716.4,0.0,5246.0,8593.32,25490.56,869.52,0.0,0.0,714.0,2114.32,1229.2,1.0,265.0,3.89,101.0,101.0,147.0,62.0,290.0,0.661290322581,2.0
5747.0,1700.4,0.0,5749.6,7224.4,33196.84,1365.12,0.0,316.8,313.6,2802.8,1923.2,1.0,244.0,3.33,129.0,108.0,75.0,49.0,168.0,0.66170388751,2.0
5750.0,12.0,0.0,2092.0,3049.4,6419.6,276.48,0.08,12.8,1.6,48.0,812.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662944582299,0.0
5751.0,416.0,0.0,13539.2,5829.0,11933.2,1152.0,0.0,156.0,88.0,826.8,1760.4,0.0,0.0,1.0,9.0,3.0,1.0,0.0,1.0,0.663358147229,0.0
5752.0,2614.8,0.0,1679.2,5133.24,23844.32,745.44,0.0,348.0,12.4,1350.4,1498.8,1.0,40.0,3.86,95.0,94.0,145.0,90.0,295.0,0.663771712159,0.0
5753.0,2583.2,0.0,1499.2,4731.36,27786.76,866.64,0.0,244.0,133.6,3811.6,2048.4,1.0,11.0,3.35,133.0,124.0,205.0,226.0,957.0,0.664185277089,0.0
5756.0,80.4,0.0,13322.4,9166.8,3806.0,32.4,0.0,0.0,0.0,711.6,796.8,0.0,0.0,2.32,56.0,27.0,2.0,1.0,2.0,0.665425971878,0.0
5757.0,1340.16,0.0,13232.0,5605.84,2162.4,0.0,0.0,0.0,29.2,236.0,999.6,0.0,0.0,2.88,90.0,55.0,1.0,0.0,2.0,0.665839536807,0.0
5758.0,96.0,0.0,17069.8,8447.52,11939.84,81.6,0.0,0.0,0.0,1231.4,1139.2,1.0,18.0,4.9,108.0,100.0,76.0,19.0,117.0,0.666253101737,1.0
5759.0,11501.2,0.0,16422.8,5062.0,12111.2,210.48,0.0,282.0,28.8,294.8,2082.8,1.0,16.0,3.41,115.0,80.0,30.0,9.0,65.0,0.666666666667,0.0
5760.0,0.0,0.0,10135.2,14561.44,17597.12,483.12,6.0,72.8,0.0,3219.84,1092.8,1.0,8.0,5.28,99.0,122.0,11.0,2.0,12.0,0.667080231596,0.0
5761.0,5494.4,0.0,8532.4,5574.04,25342.36,1992.72,0.0,124.0,213.0,615.2,1098.4,1.0,7.0,3.32,88.0,66.0,10.0,9.0,23.0,0.667493796526,0.0
5762.0,5235.6,0.0,7670.8,9985.64,23142.36,173.28,0.0,398.4,565.2,2270.12,816.8,1.0,37.0,1.88,8.0,5.0,132.0,71.0,211.0,0.667907361456,1.0
5763.0,8620.32,0.0,8867.2,7895.36,31033.64,1514.16,0.0,184.0,412.0,1367.2,2948.4,1.0,20.0,2.16,82.0,50.0,198.0,173.0,735.0,0.668320926385,0.0
5766.0,259.6,0.0,1823.6,4777.76,15361.0,229.92,0.0,70.0,122.4,1355.92,628.0,1.0,42.0,3.52,93.0,73.0,73.0,24.0,126.0,0.669561621175,0.0
5767.0,3167.6,0.0,830.0,1450.52,13215.84,463.68,0.0,0.0,80.0,1392.0,412.0,1.0,29.0,0.0,0.0,0.0,110.0,110.0,409.0,0.669975186104,0.0
5774.0,224.8,0.0,6561.6,11267.72,18608.72,74.4,0.0,0.0,120.0,4390.2,842.8,0.0,0.0,2.92,87.0,61.0,0.0,0.0,0.0,0.672870140612,0.0
5775.0,1514.4,0.0,12998.8,12268.16,13022.88,259.68,0.0,0.0,92.4,3333.0,3956.0,0.0,0.0,2.33,52.0,29.0,5.0,7.0,14.0,0.673283705542,0.0
5782.0,0.0,0.0,6144.8,5444.44,1759.6,0.0,0.0,0.0,0.0,96.0,44.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.67617866005,0.0
5783.0,2119.6,0.0,14986.4,14178.88,12647.16,0.0,0.0,399.2,121.6,608.0,517.6,0.0,0.0,1.75,24.0,8.0,1.0,0.0,4.0,0.676592224979,0.0
5784.0,641.6,0.0,9453.4,10431.84,16906.44,566.4,0.0,555.2,0.0,949.2,1354.4,1.0,2.0,2.13,71.0,26.0,60.0,18.0,79.0,0.677005789909,1.0
5785.0,4432.72,0.0,12605.28,7424.08,22200.76,1604.0,0.0,312.8,577.52,2177.28,3437.6,1.0,2.0,2.0,8.0,2.0,42.0,18.0,102.0,0.677419354839,0.0
5786.0,1767.2,0.0,2973.2,7944.92,20392.12,811.44,0.0,760.44,36.0,6094.8,1147.2,1.0,8.0,2.45,69.0,46.0,25.0,13.0,44.0,0.677832919768,0.0
5787.0,864.0,0.0,4608.0,4944.36,36025.16,1314.72,0.0,328.0,930.0,5392.8,1343.2,1.0,26.0,3.28,108.0,96.0,28.0,17.0,55.0,0.678246484698,0.0
5790.0,285.6,0.0,5049.6,1397.0,694.2,716.64,0.0,0.0,0.0,0.0,1629.2,0.0,0.0,1.33,3.0,0.0,0.0,0.0,0.0,0.679487179487,0.0
5791.0,527.6,0.0,442.4,253.76,686.4,129.6,0.0,0.0,21.2,0.0,1976.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.679900744417,0.0
