10372,POS消费,地点27,教务处,2013/09/01 10:47:18,9.0,46.51
10372,POS消费,地点21,开水,2013/11/12 12:05:47,2.0,106.74
10372,POS消费,地点21,开水,2013/11/12 17:50:10,2.0,102.71
10372,POS消费,地点21,开水,2013/11/12 17:50:31,2.03,104.71
10372,POS消费,地点1673,淋浴,2013/11/12 22:11:54,0.1,102.61
10372,POS消费,地点1673,淋浴,2013/11/12 22:13:08,0.2,102.41
10372,POS消费,地点1673,淋浴,2013/11/12 22:15:03,0.2,102.21
10372,POS消费,地点12,文印中心,2013/11/13 11:26:46,6.4,95.81
10372,POS消费,地点21,开水,2013/11/13 15:11:15,8.2,87.61
10372,POS消费,地点21,开水,2013/11/13 18:12:06,2.0,85.61
10372,POS消费,地点21,开水,2013/11/13 18:12:11,1.5,84.11
10372,POS消费,地点21,开水,2013/11/13 22:11:14,4.0,80.11
10372,POS消费,地点232,食堂,2013/11/13 22:42:23,11.3,68.81
10372,POS消费,地点1673,淋浴,2013/11/13 22:50:43,0.4,68.41
10372,POS消费,地点21,开水,2013/11/14 09:08:12,4.73,63.68
10372,POS消费,地点21,开水,2013/11/14 11:32:42,4.0,59.68
10372,POS消费,地点21,开水,2013/11/14 11:33:33,2.0,56.98
10372,POS消费,地点21,开水,2013/11/14 11:33:45,0.7,58.98
10372,POS消费,地点91,校车,2013/11/14 17:15:13,8.5,48.48
10372,POS消费,地点21,开水,2013/11/14 17:27:42,2.2,46.28
10372,POS消费,地点21,开水,2013/11/14 17:39:00,2.43,43.85
10372,POS消费,地点1673,淋浴,2013/11/14 23:17:41,0.3,43.55
10372,POS消费,地点21,开水,2013/11/15 12:06:08,4.6,38.95
10372,POS消费,地点26,图书馆,2013/11/15 12:07:10,3.0,35.95
10372,POS消费,地点21,开水,2013/11/15 12:16:04,2.5,33.45
10372,POS消费,地点21,开水,2013/11/15 12:16:48,3.2,30.25
10372,POS消费,地点21,开水,2013/11/15 17:57:53,1.5,28.75
10372,POS消费,地点91,校车,2013/11/15 17:58:26,4.0,24.75
10372,POS消费,地点232,食堂,2013/11/15 17:59:53,6.0,18.75
10372,POS消费,地点21,开水,2013/11/15 18:00:56,0.65,18.1
10372,POS消费,地点232,食堂,2013/11/15 18:01:54,1.5,16.6
10372,POS消费,地点232,食堂,2013/11/15 21:22:17,5.76,10.84
10372,POS消费,地点1673,淋浴,2013/11/15 23:55:59,0.1,10.74
10372,POS消费,地点1673,淋浴,2013/11/15 23:57:40,0.3,10.44
10372,POS消费,地点21,开水,2013/11/16 19:54:40,2.6,7.84
10372,POS消费,地点21,开水,2013/11/16 19:54:45,1.8,6.04
10372,POS消费,地点21,开水,2013/11/16 21:04:10,3.2,2.84
10372,POS消费,地点215,开水,2013/11/17 09:30:26,0.15,2.69
10372,POS消费,地点1673,淋浴,2013/11/17 14:28:55,0.1,2.59
10372,POS消费,地点1673,淋浴,2013/11/17 14:30:40,0.9,1.69
10372,圈存转账,,,2013/11/17 16:37:02,100.0,101.69
10372,POS消费,地点232,食堂,2013/11/17 16:42:43,7.6,94.09
10372,POS消费,地点26,图书馆,2013/11/17 16:53:59,4.5,89.59
10372,POS消费,地点21,开水,2013/11/17 16:54:17,2.0,87.59
10372,POS消费,地点21,开水,2013/11/17 17:15:24,6.03,81.56
10372,POS消费,地点1673,淋浴,2013/11/17 22:45:27,0.3,81.26
10372,POS消费,地点21,开水,2013/11/18 09:54:11,3.43,77.83
10372,POS消费,地点232,食堂,2013/11/18 11:56:27,6.0,71.83
10372,POS消费,地点21,开水,2013/11/18 12:09:41,3.6,68.23
10372,POS消费,地点21,开水,2013/11/18 18:47:07,1.6,66.63
10372,POS消费,地点21,开水,2013/11/18 18:50:27,7.5,59.13
10372,POS消费,地点21,开水,2013/11/19 12:03:53,3.5,55.63
10372,POS消费,地点21,开水,2013/11/19 12:04:42,1.5,54.13
10372,POS消费,地点91,校车,2013/11/19 12:05:27,4.2,49.93
10372,POS消费,地点91,校车,2013/11/19 16:26:40,7.6,42.33
10372,POS消费,地点21,开水,2013/11/19 16:43:41,4.0,38.33
10372,POS消费,地点21,开水,2013/11/19 22:20:39,9.8,28.53
10372,POS消费,地点215,开水,2013/11/19 22:25:15,0.16,28.37
10372,POS消费,地点1673,淋浴,2013/11/19 23:05:11,0.4,27.97
10372,POS消费,地点91,校车,2013/11/20 12:16:36,7.0,20.97
10372,POS消费,地点26,图书馆,2013/11/20 12:20:09,4.7,16.27
10372,POS消费,地点26,图书馆,2013/11/20 12:29:34,1.0,15.27
10372,POS消费,地点21,开水,2013/11/20 12:34:20,2.43,12.84
10372,POS消费,地点21,开水,2013/11/20 17:06:54,4.2,78.64
10372,POS消费,地点21,开水,2013/11/20 17:07:26,2.0,76.64
10372,POS消费,地点21,开水,2013/11/20 17:08:15,1.0,75.64
10372,圈存转账,,,2013/11/20 17:08:31,70.0,82.84
10372,POS消费,地点1673,淋浴,2013/11/20 23:56:31,0.4,75.24
10372,POS消费,地点21,开水,2013/11/21 11:17:15,6.5,68.74
10372,POS消费,地点91,校车,2013/11/21 18:45:10,9.0,59.74
10372,POS消费,地点91,校车,2013/11/21 18:47:41,5.0,54.74
10372,POS消费,地点91,校车,2013/11/21 22:16:14,3.0,51.74
10372,POS消费,地点21,开水,2013/11/21 22:18:36,24.3,27.44
10372,POS消费,地点21,开水,2013/11/22 15:56:52,1.8,25.64
10372,POS消费,地点21,开水,2013/11/22 17:58:45,4.6,21.04
10372,POS消费,地点21,开水,2013/11/22 17:59:12,2.0,19.04
10372,POS消费,地点248,超市,2013/11/22 18:11:54,2.6,16.44
10372,POS消费,地点21,开水,2013/11/23 07:11:19,1.83,14.61
10372,POS消费,地点220,校车,2013/11/23 07:34:09,4.0,10.61
10372,POS消费,地点1385,校车,2013/11/23 12:35:39,2.0,8.61
10372,POS消费,地点21,开水,2013/11/23 18:12:01,1.63,6.98
10372,POS消费,地点21,开水,2013/11/23 18:14:11,4.8,2.18
10372,POS消费,地点215,开水,2013/11/23 18:28:49,0.15,2.03
10372,POS消费,地点1673,淋浴,2013/11/23 22:39:14,0.5,1.53
10372,卡充值,,,2013/11/24 10:06:17,20.0,21.53
10372,POS消费,地点21,开水,2013/11/24 10:08:12,4.83,16.7
10372,POS消费,地点91,校车,2013/11/24 14:24:17,3.0,13.7
10372,POS消费,地点21,开水,2013/11/25 10:08:06,5.53,8.17
10372,POS消费,地点21,开水,2013/11/25 12:05:05,4.83,3.34
10372,POS消费,地点21,开水,2013/11/25 16:30:34,2.4,0.94
10372,卡充值,,,2013/11/26 18:02:18,50.0,50.94
10372,POS消费,地点21,开水,2013/11/26 18:05:09,6.03,44.91
10372,POS消费,地点21,开水,2013/11/26 18:05:16,3.0,41.91
10372,POS消费,地点21,开水,2013/11/26 18:07:25,4.4,37.51
10372,POS消费,地点21,开水,2013/11/27 17:54:37,3.0,34.51
10372,POS消费,地点21,开水,2013/11/27 17:54:42,0.6,33.91
10372,POS消费,地点21,开水,2013/11/27 17:55:04,2.0,31.91
10372,POS消费,地点91,校车,2013/11/27 17:55:36,2.0,29.91
10372,POS消费,地点21,开水,2013/11/27 17:57:52,1.8,28.11
10372,POS消费,地点21,开水,2013/11/27 18:13:39,9.7,18.41
10372,POS消费,地点1673,淋浴,2013/11/27 23:29:46,0.6,17.81
10372,POS消费,地点21,开水,2013/11/28 12:23:39,8.0,9.81
10372,圈存转账,,,2013/11/28 16:13:30,95.0,104.81
10372,POS消费,地点21,开水,2013/11/28 17:13:14,5.6,99.21
10372,POS消费,地点21,开水,2013/11/28 17:13:39,3.5,95.71
10372,POS消费,地点21,开水,2013/11/28 17:14:18,3.0,92.71
10372,POS消费,地点21,开水,2013/11/28 20:43:38,3.0,89.71
10372,POS消费,地点21,开水,2013/11/28 20:43:45,3.0,86.71
10372,POS消费,地点21,开水,2013/11/29 11:49:27,3.1,83.61
10372,POS消费,地点21,开水,2013/11/29 11:49:49,2.0,81.61
10372,POS消费,地点26,图书馆,2013/11/29 11:50:35,0.5,81.11
10372,POS消费,地点91,校车,2013/11/29 17:57:48,6.0,75.11
10372,POS消费,地点21,开水,2013/11/29 18:06:41,3.0,72.11
10372,POS消费,地点21,开水,2013/11/29 18:07:07,2.9,69.21
10372,POS消费,地点91,校车,2013/11/29 21:28:50,7.5,61.71
10372,POS消费,地点91,校车,2013/11/29 21:29:18,7.0,54.71
10372,POS消费,地点91,校车,2013/11/29 21:29:28,2.0,52.71
10372,POS消费,地点91,校车,2013/11/29 21:29:46,1.0,51.71
10372,POS消费,地点1673,淋浴,2013/11/30 14:50:56,0.6,51.11
10372,POS消费,地点21,开水,2013/11/30 16:03:21,4.0,47.11
10372,POS消费,地点91,校车,2013/11/30 16:24:23,10.0,37.11
10372,POS消费,地点91,校车,2013/11/30 16:24:45,5.0,32.11
10372,POS消费,地点21,开水,2013/11/30 16:39:29,4.2,27.91
10372,POS消费,地点21,开水,2013/12/01 12:36:03,3.1,24.81
10372,POS消费,地点21,开水,2013/12/01 12:36:38,2.0,22.81
10372,POS消费,地点91,校车,2013/12/01 12:37:04,2.0,20.81
10372,POS消费,地点21,开水,2013/12/01 12:37:38,1.5,19.31
10372,POS消费,地点21,开水,2013/12/01 12:49:56,1.8,17.51
10372,POS消费,地点91,校车,2013/12/01 18:11:43,8.0,9.51
10372,POS消费,地点21,开水,2013/12/01 18:22:28,5.23,4.28
10372,POS消费,地点21,开水,2013/12/01 18:22:37,2.0,2.28
10372,POS消费,地点232,食堂,2013/12/02 12:00:53,1.8,0.48
10372,卡充值,,,2013/12/03 16:42:01,50.0,50.48
10372,POS消费,地点21,开水,2013/12/03 16:43:55,2.9,47.58
10372,POS消费,地点91,校车,2013/12/03 16:45:47,7.6,39.98
10372,POS消费,地点1673,淋浴,2013/12/03 20:37:10,0.1,39.88
10372,POS消费,地点1673,淋浴,2013/12/03 20:37:39,0.1,39.78
10372,POS消费,地点21,开水,2013/12/03 22:32:53,4.2,35.58
10372,POS消费,地点91,校车,2013/12/04 16:07:28,5.0,30.58
10372,POS消费,地点21,开水,2013/12/04 21:54:58,18.0,12.58
10372,POS消费,地点21,开水,2013/12/05 09:06:32,4.03,8.55
10372,POS消费,地点21,开水,2013/12/05 10:11:14,6.5,2.05
10372,POS消费,地点91,校车,2013/12/05 16:19:41,14.0,88.05
10372,圈存转账,,,2013/12/05 16:20:36,100.0,102.05
10372,POS消费,地点1673,淋浴,2013/12/05 23:47:50,0.6,87.45
10372,POS消费,地点91,校车,2013/12/06 11:22:51,8.4,79.05
10372,POS消费,地点21,开水,2013/12/06 15:45:37,4.5,74.55
10372,POS消费,地点21,开水,2013/12/06 17:56:30,4.6,69.95
10372,POS消费,地点21,开水,2013/12/06 17:57:27,2.0,67.95
10372,POS消费,地点21,开水,2013/12/06 18:06:34,3.0,64.95
10372,POS消费,地点21,开水,2013/12/07 14:09:47,6.0,58.95
10372,POS消费,地点1673,淋浴,2013/12/07 23:45:32,0.1,58.85
10372,POS消费,地点21,开水,2013/12/08 11:31:10,3.5,55.35
10372,POS消费,地点21,开水,2013/12/08 11:31:57,2.0,53.35
10372,POS消费,地点21,开水,2013/12/08 18:02:57,4.6,48.75
10372,POS消费,地点21,开水,2013/12/08 18:03:42,2.0,46.75
10372,POS消费,地点21,开水,2013/12/08 18:13:30,2.43,44.32
10372,POS消费,地点21,开水,2013/12/08 18:16:08,6.7,37.62
10372,POS消费,地点1673,淋浴,2013/12/09 23:29:05,0.6,37.02
10372,POS消费,地点21,开水,2013/12/10 11:06:18,5.0,32.02
10372,POS消费,地点21,开水,2013/12/10 11:06:28,2.5,29.52
10372,POS消费,地点1673,淋浴,2013/12/10 15:27:22,0.1,29.42
10372,POS消费,地点1673,淋浴,2013/12/10 15:27:45,0.1,29.32
10372,POS消费,地点1673,淋浴,2013/12/10 15:34:08,0.1,29.22
10372,POS消费,地点1673,淋浴,2013/12/10 15:37:57,0.1,29.12
10372,POS消费,地点21,开水,2013/12/10 16:41:06,8.2,20.92
10372,POS消费,地点21,开水,2013/12/10 18:23:42,5.0,15.92
10372,POS消费,地点21,开水,2013/12/10 18:23:54,2.0,13.92
10372,POS消费,地点21,开水,2013/12/10 18:27:17,0.2,13.72
10372,POS消费,地点21,开水,2013/12/11 11:28:54,6.5,7.22
10372,POS消费,地点21,开水,2013/12/11 14:09:51,4.4,2.82
10372,POS消费,地点21,开水,2013/12/11 16:39:02,5.6,96.22
10372,POS消费,地点21,开水,2013/12/11 16:39:19,2.0,94.22
10372,POS消费,地点21,开水,2013/12/11 16:40:21,1.8,88.42
10372,圈存转账,,,2013/12/11 16:40:45,108.0,2.82
10372,圈存转账,,,2013/12/11 16:40:58,99.0,101.82
10372,POS消费,地点26,图书馆,2013/12/11 16:42:35,4.0,90.22
10372,POS消费,地点21,开水,2013/12/11 21:54:52,11.6,76.82
10372,POS消费,地点1673,淋浴,2013/12/12 00:08:26,0.4,76.42
10372,POS消费,地点21,开水,2013/12/12 09:06:56,4.03,72.39
10372,POS消费,地点21,开水,2013/12/12 10:12:58,2.6,69.79
10372,POS消费,地点248,超市,2013/12/12 10:21:00,5.5,64.29
10372,POS消费,地点91,校车,2013/12/12 10:39:53,2.5,61.79
10372,POS消费,地点21,开水,2013/12/12 14:53:18,1.8,59.99
10372,POS消费,地点232,食堂,2013/12/12 17:51:31,6.0,53.99
10372,POS消费,地点91,校车,2013/12/12 17:52:03,3.5,50.49
10372,POS消费,地点21,开水,2013/12/12 17:52:38,0.65,49.84
10372,POS消费,地点232,食堂,2013/12/12 17:52:52,1.8,48.04
10372,POS消费,地点21,开水,2013/12/13 11:21:54,9.0,39.04
10372,POS消费,地点21,开水,2013/12/13 15:56:42,1.8,37.24
10372,POS消费,地点91,校车,2013/12/13 15:58:01,3.0,34.24
10372,POS消费,地点21,开水,2013/12/13 17:39:56,5.6,28.64
10372,POS消费,地点21,开水,2013/12/13 17:40:23,5.0,23.64
10372,POS消费,地点21,开水,2013/12/13 17:49:23,1.8,21.84
10372,POS消费,地点21,开水,2013/12/14 08:13:50,5.0,16.84
10372,POS消费,地点21,开水,2013/12/14 08:15:50,3.0,13.84
10372,POS消费,地点21,开水,2013/12/14 11:30:04,3.5,10.34
10372,POS消费,地点21,开水,2013/12/14 11:31:16,3.6,6.74
10372,POS消费,地点1673,淋浴,2013/12/14 23:28:42,0.6,6.14
10372,POS消费,地点21,开水,2013/12/15 16:50:35,4.5,11.64
10372,圈存转账,,,2013/12/15 16:51:06,10.0,16.14
10372,POS消费,地点91,校车,2013/12/15 16:51:27,4.2,7.44
10372,POS消费,地点21,开水,2013/12/15 16:51:44,1.8,5.64
10372,POS消费,地点91,校车,2013/12/16 21:58:35,3.0,2.64
10372,POS消费,地点1673,淋浴,2013/12/18 23:08:44,0.4,2.24
10372,POS消费,地点1673,淋浴,2013/12/18 23:14:38,0.2,2.04
10372,POS消费,地点91,校车,2013/12/19 16:17:24,10.0,42.04
10372,POS消费,地点91,校车,2013/12/19 16:17:50,6.0,36.04
10372,圈存转账,,,2013/12/19 16:19:00,50.0,52.04
10372,POS消费,地点21,开水,2013/12/19 16:36:28,6.0,30.04
10372,POS消费,地点21,开水,2013/12/19 16:46:55,1.8,28.24
10372,POS消费,地点21,开水,2013/12/19 21:52:52,1.0,27.24
10372,POS消费,地点91,校车,2013/12/19 22:26:35,9.1,18.14
10372,POS消费,地点21,开水,2013/12/19 22:28:15,3.2,14.94
10372,POS消费,地点91,校车,2013/12/20 21:43:01,7.5,7.44
10372,POS消费,地点1673,淋浴,2013/12/20 23:55:03,0.6,6.84
10372,卡充值,,,2013/12/21 17:31:20,100.0,106.84
10372,POS消费,地点21,开水,2013/12/21 17:33:00,3.1,103.74
10372,POS消费,地点21,开水,2013/12/21 17:34:10,2.0,101.74
10372,POS消费,地点21,开水,2013/12/21 17:35:31,0.5,101.24
10372,POS消费,地点21,开水,2013/12/21 17:44:52,3.5,97.74
10372,POS消费,地点1673,淋浴,2013/12/21 21:46:49,0.1,97.64
10372,POS消费,地点1673,淋浴,2013/12/21 21:47:10,0.1,97.54
10372,POS消费,地点1673,淋浴,2013/12/21 21:47:34,0.1,97.44
10372,POS消费,地点1673,淋浴,2013/12/21 21:47:49,0.1,97.34
10372,POS消费,地点91,校车,2013/12/22 11:58:24,11.0,86.34
10372,POS消费,地点232,食堂,2013/12/22 12:07:40,5.0,81.34
10372,POS消费,地点26,图书馆,2013/12/22 12:09:00,3.0,78.34
10372,POS消费,地点21,开水,2013/12/22 12:26:36,1.8,76.54
10372,POS消费,地点91,校车,2013/12/22 17:15:07,6.05,70.49
10372,POS消费,地点1673,淋浴,2013/12/22 22:06:13,0.4,70.09
10372,POS消费,地点21,开水,2013/12/23 08:40:02,2.5,67.59
10372,POS消费,地点21,开水,2013/12/23 08:40:49,2.0,65.59
10372,POS消费,地点21,开水,2013/12/23 09:38:59,2.0,63.59
10372,POS消费,地点91,校车,2013/12/23 20:53:04,7.3,56.29
10372,POS消费,地点21,开水,2013/12/24 11:29:31,6.5,49.79
10372,POS消费,地点21,开水,2013/12/24 16:36:47,2.0,47.79
10372,POS消费,地点21,开水,2013/12/24 16:54:26,5.0,42.79
10372,POS消费,地点21,开水,2013/12/24 16:54:55,5.0,37.79
10372,POS消费,地点21,开水,2013/12/25 11:06:10,2.5,35.29
10372,POS消费,地点21,开水,2013/12/25 11:06:22,2.0,33.29
10372,POS消费,地点21,开水,2013/12/25 11:06:50,1.8,31.49
10372,POS消费,地点21,开水,2013/12/25 11:07:08,3.0,28.49
10372,POS消费,地点1673,淋浴,2013/12/26 00:04:21,0.4,28.09
10372,POS消费,地点1673,淋浴,2013/12/26 00:11:53,0.5,27.59
10372,圈存转账,,,2013/12/26 16:10:16,50.0,77.59
10372,POS消费,地点21,开水,2013/12/26 16:13:09,6.0,71.59
10372,POS消费,地点91,校车,2013/12/26 16:18:47,7.0,64.59
10372,POS消费,地点91,校车,2013/12/26 16:22:55,1.5,63.09
10372,POS消费,地点91,校车,2013/12/26 21:22:47,10.0,53.09
10372,POS消费,地点21,开水,2013/12/26 21:43:20,7.4,45.69
10372,POS消费,地点1673,淋浴,2013/12/26 22:06:11,0.1,45.59
10372,POS消费,地点1673,淋浴,2013/12/26 22:06:30,0.1,45.49
10372,POS消费,地点21,开水,2013/12/27 12:44:58,4.2,41.29
10372,POS消费,地点248,超市,2013/12/27 13:18:54,1.0,40.29
10372,POS消费,地点26,图书馆,2013/12/27 17:59:49,3.9,36.39
10372,POS消费,地点21,开水,2013/12/27 18:00:32,2.0,34.39
10372,POS消费,地点21,开水,2013/12/27 18:00:37,5.0,29.39
10372,POS消费,地点232,食堂,2013/12/27 18:01:52,3.0,26.39
10372,POS消费,地点1673,淋浴,2013/12/27 23:50:59,0.6,25.79
10372,POS消费,地点1673,淋浴,2013/12/28 00:02:09,0.1,25.69
10372,POS消费,地点1673,淋浴,2013/12/28 00:05:39,0.1,25.59
10372,POS消费,地点1673,淋浴,2013/12/28 00:10:56,0.1,25.49
10372,POS消费,地点1673,淋浴,2013/12/28 00:13:50,0.1,25.39
10372,POS消费,地点1673,淋浴,2013/12/28 00:17:52,0.1,25.29
10372,POS消费,地点21,开水,2013/12/28 17:20:56,2.43,22.86
10372,POS消费,地点21,开水,2013/12/28 22:22:54,8.1,14.76
10372,POS消费,地点21,开水,2013/12/29 11:25:56,9.0,5.76
10372,卡充值,,,2013/12/29 16:37:50,50.0,55.76
10372,POS消费,地点21,开水,2013/12/29 16:52:42,5.0,50.76
10372,POS消费,地点21,开水,2013/12/29 19:13:37,1.8,48.96
10372,POS消费,地点1673,淋浴,2013/12/29 21:16:51,1.0,47.96
10372,POS消费,地点21,开水,2013/12/30 09:13:03,3.4,44.56
10372,POS消费,地点21,开水,2013/12/30 09:13:14,0.8,43.76
10372,POS消费,地点21,开水,2013/12/30 09:21:54,2.2,41.56
10372,POS消费,地点21,开水,2013/12/30 12:29:13,4.0,37.56
10372,POS消费,地点26,图书馆,2013/12/30 12:29:52,3.5,34.06
10372,POS消费,地点21,开水,2013/12/30 12:30:11,1.4,32.66
10372,POS消费,地点21,开水,2013/12/30 12:30:21,1.2,31.46
10372,POS消费,地点21,开水,2013/12/30 12:30:41,1.8,29.66
10372,POS消费,地点232,食堂,2013/12/30 17:55:58,6.0,23.66
10372,POS消费,地点21,开水,2013/12/30 20:33:08,7.1,16.56
10372,POS消费,地点21,开水,2013/12/31 11:33:46,4.1,12.46
10372,POS消费,地点91,校车,2013/12/31 11:34:32,2.0,10.46
10372,POS消费,地点21,开水,2013/12/31 11:35:17,4.0,6.46
10372,POS消费,地点21,开水,2013/12/31 11:35:40,1.8,4.66
10372,POS消费,地点21,开水,2013/12/31 11:35:50,-1.8,6.46
10372,POS消费,地点21,开水,2013/12/31 14:05:53,4.5,1.96
10372,圈存转账,,,2013/12/31 17:16:56,70.0,71.96
10372,POS消费,地点21,开水,2013/12/31 17:17:33,3.0,68.96
10372,POS消费,地点21,开水,2013/12/31 17:17:53,1.5,67.46
10372,POS消费,地点91,校车,2013/12/31 17:18:43,2.0,65.46
10372,POS消费,地点91,校车,2013/12/31 22:16:12,13.5,51.96
10372,POS消费,地点91,校车,2013/12/31 22:16:56,0.3,51.66
10372,POS消费,地点21,开水,2014/01/01 12:49:27,4.6,47.06
10372,POS消费,地点21,开水,2014/01/01 12:49:48,2.0,45.06
10372,POS消费,地点248,超市,2014/01/01 12:51:35,2.6,42.46
10372,POS消费,地点1673,淋浴,2014/01/01 14:16:13,0.3,42.16
10372,POS消费,地点1673,淋浴,2014/01/01 14:20:55,0.6,41.56
10372,POS消费,地点21,开水,2014/01/02 08:53:58,7.3,34.26
10372,POS消费,地点91,校车,2014/01/02 17:45:07,2.0,32.26
10372,POS消费,地点21,开水,2014/01/02 17:46:04,6.5,25.76
10372,POS消费,地点1673,淋浴,2014/01/02 23:46:06,1.0,24.76
10372,POS消费,地点21,开水,2014/01/03 07:29:09,2.63,22.13
10372,POS消费,地点21,开水,2014/01/03 10:13:27,4.6,17.53
10372,POS消费,地点21,开水,2014/01/03 10:14:26,1.2,16.33
10372,POS消费,地点215,开水,2014/01/03 14:47:14,0.15,16.18
10372,POS消费,地点21,开水,2014/01/03 21:34:30,13.5,2.68
10372,POS消费,地点1673,淋浴,2014/01/03 22:12:45,0.1,2.58
10372,POS消费,地点1673,淋浴,2014/01/03 22:13:06,0.1,2.48
10372,POS消费,地点21,开水,2014/01/04 12:34:09,5.6,46.88
10372,POS消费,地点91,校车,2014/01/04 12:34:40,2.0,44.88
10372,POS消费,地点232,食堂,2014/01/04 12:35:12,4.25,40.63
10372,POS消费,地点21,开水,2014/01/04 12:35:45,3.0,37.63
10372,圈存转账,,,2014/01/04 12:36:12,50.0,52.48
10372,POS消费,地点21,开水,2014/01/04 12:47:10,1.8,35.83
10372,POS消费,地点21,开水,2014/01/04 18:07:12,3.1,32.73
10372,POS消费,地点1673,淋浴,2014/01/04 23:44:49,0.3,32.43
10372,POS消费,地点1673,淋浴,2014/01/04 23:49:01,0.4,32.03
10372,POS消费,地点21,开水,2014/01/05 11:42:20,3.1,28.93
10372,POS消费,地点21,开水,2014/01/05 11:42:53,2.0,26.93
10372,POS消费,地点21,开水,2014/01/05 11:43:36,4.0,22.93
10372,POS消费,地点21,开水,2014/01/05 11:44:35,2.9,20.03
10372,POS消费,地点21,开水,2014/01/05 11:53:44,2.83,17.2
10372,POS消费,地点21,开水,2014/01/05 18:32:51,2.6,14.6
10372,POS消费,地点1673,淋浴,2014/01/05 22:55:50,0.8,13.8
10372,POS消费,地点91,校车,2014/01/06 09:14:47,4.0,9.8
10372,POS消费,地点21,开水,2014/01/06 09:17:06,1.8,8.0
10372,POS消费,地点21,开水,2014/01/06 09:24:08,6.23,1.77
10372,卡充值,,,2014/01/06 18:00:43,50.0,51.77
10372,POS消费,地点21,开水,2014/01/06 18:02:09,2.9,48.87
10372,POS消费,地点26,图书馆,2014/01/06 18:06:46,8.7,40.17
10372,POS消费,地点91,校车,2014/01/06 18:17:52,1.0,39.17
10372,POS消费,地点21,开水,2014/01/06 21:47:51,6.1,33.07
10372,POS消费,地点1673,淋浴,2014/01/07 00:12:15,0.5,32.57
10372,POS消费,地点21,开水,2014/01/09 19:19:11,6.9,25.67
10372,POS消费,地点1673,淋浴,2014/01/09 23:53:08,0.7,24.97
10372,POS消费,地点21,开水,2014/01/10 15:06:11,5.6,19.37
10372,POS消费,地点21,开水,2014/01/10 18:00:44,5.6,13.77
10372,POS消费,地点21,开水,2014/01/10 18:00:59,2.0,11.77
10372,POS消费,地点21,开水,2014/01/10 18:01:18,0.5,11.27
10372,POS消费,地点1673,淋浴,2014/01/10 19:12:43,0.1,11.17
10372,POS消费,地点1673,淋浴,2014/01/10 19:12:59,0.1,11.07
10372,POS消费,地点1673,淋浴,2014/01/10 19:17:56,0.1,10.97
10372,POS消费,地点1673,淋浴,2014/01/10 19:21:00,0.1,10.87
10372,POS消费,地点1673,淋浴,2014/01/10 22:05:43,0.1,10.77
10372,POS消费,地点91,校车,2014/01/11 17:08:14,7.0,3.77
10372,POS消费,地点91,校车,2014/01/11 20:52:51,0.3,3.47
10372,POS消费,地点1673,淋浴,2014/01/12 20:53:01,0.1,3.37
10372,POS消费,地点1673,淋浴,2014/01/12 20:53:20,0.1,3.27
10372,POS消费,地点1673,淋浴,2014/01/12 23:34:52,1.0,2.27
10372,POS消费,地点1673,淋浴,2014/01/13 23:54:49,0.7,1.57
10372,卡充值,,,2014/02/24 11:06:33,100.0,101.57
10372,POS消费,地点21,开水,2014/02/24 11:09:55,5.6,95.97
10372,POS消费,地点91,校车,2014/02/24 11:10:09,2.0,93.97
10372,POS消费,地点91,校车,2014/02/24 11:10:50,2.5,91.47
10372,POS消费,地点21,开水,2014/02/24 11:11:31,1.5,89.97
10372,POS消费,地点91,校车,2014/02/24 22:05:25,8.0,81.97
10372,POS消费,地点1673,淋浴,2014/02/24 23:20:10,0.6,81.37
10372,POS消费,地点21,开水,2014/02/25 10:03:59,4.23,77.14
10372,POS消费,地点21,开水,2014/02/25 11:13:17,7.0,70.14
10372,POS消费,地点91,校车,2014/02/25 17:31:10,10.5,59.64
10372,POS消费,地点26,图书馆,2014/02/25 17:36:03,1.8,57.84
10372,POS消费,地点21,开水,2014/02/25 17:48:34,1.8,56.04
10372,POS消费,地点21,开水,2014/02/26 10:05:45,4.73,51.31
10372,POS消费,地点91,校车,2014/02/26 12:02:01,7.6,43.71
10372,POS消费,地点26,图书馆,2014/02/26 12:14:03,1.8,41.91
10372,POS消费,地点21,开水,2014/02/26 17:58:26,4.1,37.81
10372,POS消费,地点21,开水,2014/02/26 17:58:39,4.0,33.81
10372,POS消费,地点21,开水,2014/02/26 17:59:27,2.0,31.81
10372,POS消费,地点21,开水,2014/02/26 18:02:32,1.8,30.01
10372,POS消费,地点21,开水,2014/02/26 18:10:41,1.8,28.21
10372,POS消费,地点1673,淋浴,2014/02/27 00:01:26,0.1,28.11
10372,POS消费,地点21,开水,2014/02/27 08:18:49,2.53,25.58
10372,POS消费,地点91,校车,2014/02/27 12:03:38,4.6,20.98
10372,POS消费,地点21,开水,2014/02/27 12:05:41,5.0,15.98
10372,POS消费,地点21,开水,2014/02/27 12:07:21,1.8,14.18
10372,POS消费,地点21,开水,2014/02/27 17:17:56,4.0,5.08
10372,POS消费,地点21,开水,2014/02/27 17:18:29,5.1,9.08
10372,POS消费,地点1673,淋浴,2014/02/27 23:34:20,1.0,4.08
10372,POS消费,地点215,开水,2014/02/28 21:59:44,0.16,3.92
10372,卡充值,,,2014/03/01 09:34:13,50.0,53.92
10372,POS消费,地点21,开水,2014/03/01 09:36:34,1.8,52.12
10372,POS消费,地点21,开水,2014/03/01 09:38:14,2.8,49.32
