16442,POS消费,地点78,其他,2013/09/04 11:55:01,0.3,44.7
16442,POS消费,地点612,淋浴,2014/06/17 21:30:04,0.5,37.17
16442,,,,2014/06/19 11:31:19,10.0,27.17
16442,POS消费,地点62,淋浴,2014/06/20 00:13:47,0.1,27.07
16442,POS消费,地点825,淋浴,2014/06/20 00:14:11,0.1,26.97
16442,POS消费,地点546,淋浴,2014/06/20 00:14:23,0.02,26.95
16442,POS消费,地点612,淋浴,2014/06/20 00:16:03,0.3,26.65
16442,POS消费,地点192,超市,2014/06/20 19:45:43,3.3,23.35
16442,POS消费,地点1497,淋浴,2014/06/21 12:14:35,0.3,23.05
16442,POS消费,地点1483,淋浴,2014/06/22 08:27:11,0.2,22.85
16442,POS消费,地点612,淋浴,2014/06/22 08:34:03,0.2,22.65
16442,POS消费,地点1442,校车,2014/06/22 14:45:53,1.0,21.65
16442,POS消费,地点1442,校车,2014/06/22 14:46:12,1.0,20.65
16442,POS消费,地点62,淋浴,2014/06/25 22:25:29,0.1,20.55
16442,POS消费,地点599,淋浴,2014/06/26 13:55:57,1.0,19.55
16442,POS消费,地点599,淋浴,2014/06/27 18:31:19,1.4,18.15
16442,POS消费,地点1497,淋浴,2014/06/28 00:12:22,0.3,17.85
16442,POS消费,地点1181,洗衣房,2014/06/28 00:20:03,3.6,14.25
16442,POS消费,地点66,开水,2014/06/29 00:38:10,0.01,13.74
16442,POS消费,地点110,开水,2014/06/29 15:16:42,0.05,13.69
16442,POS消费,地点1497,淋浴,2014/06/29 18:43:53,0.2,13.49
16442,POS消费,地点599,淋浴,2014/06/30 08:18:38,0.5,13.75
16442,POS消费,地点1497,淋浴,2014/06/30 12:20:57,0.3,13.19
16442,POS消费,地点1160,洗衣房,2014/07/07 00:50:01,3.6,9.59
16442,POS消费,地点1497,淋浴,2014/07/07 02:53:45,0.2,9.39
16442,POS消费,地点21,开水,2014/07/07 10:52:29,4.6,4.79
16442,卡充值,,,2014/07/07 17:30:33,30.0,34.79
16442,POS消费,地点21,开水,2014/07/07 17:31:08,6.6,28.19
16442,POS消费,地点21,开水,2014/07/08 11:59:31,4.6,23.59
16442,POS消费,地点21,开水,2014/07/08 17:03:17,1.6,7.99
16442,POS消费,地点267,食堂,2014/07/08 17:05:17,6.0,17.59
16442,POS消费,地点267,食堂,2014/07/08 17:05:51,8.0,9.59
16442,POS消费,地点1447,校车,2014/07/08 18:57:25,1.0,6.99
16442,POS消费,地点1497,淋浴,2014/07/08 20:12:19,0.2,6.79
16442,POS消费,地点1200,洗衣房,2014/07/09 08:01:43,3.0,3.79
16442,POS消费,地点612,淋浴,2014/07/09 08:53:45,0.3,3.49
16442,POS消费,地点1389,校车,2014/07/09 10:38:40,2.0,1.49
